Ordernumber,Vendor ID,Vendor name,Type,Line number,Part description,Unit cost,Order quantity,Line cost,Order date,Month,Centre ID,Centre name,Total order Cost (net) £
HAY/01519     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,25.24,280.00,"7,067.20",23/07/2018,Jul,R65       ,"LEGAL SERVICES - MANAGEMENT & ADMIN,                        ","7,067.20"
PSP/23682     ,17096,FRANKHAM CONSULTANCY GROUP LTD,P,1,ELECTRICAL REWIRE PROJECT - HAINAULT FS                     ,1.00,"7,926.25","7,926.25",23/07/2018,Jul,F37       ,HAINAULT FIRE STATION (F37)                                 ,"7,926.25"
PSP/23684     ,17096,FRANKHAM CONSULTANCY GROUP LTD,P,1,ELECTRICAL REWIRE PROJECT - RICHMOND FS                     ,1.00,"8,125.00","8,125.00",23/07/2018,Jul,G42       ,RICHMOND FIRE STATION (G42)                                 ,"8,125.00"
PSP/23686     ,17096,FRANKHAM CONSULTANCY GROUP LTD,P,1,ELECTRICAL REWIRE PROJECT -EAST  GREENWICH FS               ,1.00,"8,712.50","8,712.50",23/07/2018,Jul,E23       ,EAST GREENWICH FIRE STATION (E23)                           ,"8,712.50"
TSE/76297     ,20868,MARLOW ROPES LTD,P,1,NON CATALOGUE - OPERATIONAL EQUIPMENT                       ,"6,728.40",1.00,"6,728.40",23/07/2018,Jul,D61       ,FIRE STATION & AREA MANAGEMENT                              ,"6,728.40"
HAY/01527     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,476.00,"8,439.48",24/07/2018,Jul,M24       ,FSR - AUDIT & PERFORMANCE (2 US)                            ,"8,439.48"
HAY/01529     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,20.51,280.00,"5,742.80",24/07/2018,Jul,M12F      ,LONDON OPERATIONS CENTRE (MERTON)                           ,"5,742.80"
HAY/01531     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,32.44,280.00,"9,083.20",24/07/2018,Jul,R67       ,LEGAL SERVICES - LITIGATION SERVICES                        ,"9,083.20"
HAY/01532     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,24.51,280.00,"6,862.80",24/07/2018,Jul,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"6,862.80"
HAY/01534     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,175.02,32.00,"5,600.64",24/07/2018,Jul,B54       ,"ITD NETWORK GROUP, 1ST FLOOR UNION STREET                   ","5,600.64"
HAY/01537     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,31.25,280.00,"8,750.00",24/07/2018,Jul,GT1       ,GRENFELL TOWER INVESTIGATION TEAM - INVESTIGATION           ,"8,750.00"
PSP/23690     ,19094,B NOKES CONTRACTS LTD,P,1,MALE SHOWER REFURBISHMENT - HAINAULT FS                     ,"7,734.50",1.00,"7,734.50",24/07/2018,Jul,F37       ,HAINAULT FIRE STATION (F37)                                 ,"7,734.50"
PSP/23691     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,CONSULTANCY FOR PROPOSED WORKS - STC                        ,1.00,"6,218.00","6,218.00",24/07/2018,Jul,H12       ,"SITE MANAGER, SOUTHWARK TC - PROPERTY RELATED ORDERS ONLY   ","6,218.00"
HAY/01540     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,315.00,"5,584.95",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"5,584.95"
HAY/01542     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,385.00,"6,826.05",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"6,826.05"
HAY/01543     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,385.00,"6,826.05",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"6,826.05"
HAY/01547     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,385.00,"6,826.05",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"6,826.05"
HAY/01548     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,385.00,"6,826.05",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"6,826.05"
HAY/01550     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.22,350.00,"6,027.00",25/07/2018,Jul,Z21       ,TECHNICAL & SERVICE  SUPPORT HQ  - FM SERVICE DELIVERY      ,"6,027.00"
HAY/01558     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,441.00,"7,818.93",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,818.93"
HAY/01559     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,441.00,"7,818.93",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,818.93"
HAY/01560     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,441.00,"7,818.93",25/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,818.93"
HAY/01561     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.12,280.00,"5,913.60",25/07/2018,Jul,M26       ,FSR - BUSINESS SUPPORT GROUP - FIRE SAFETY PRIMARY AUTHORITY,"5,913.60"
HAY/01565     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.74,476.00,"8,444.24",25/07/2018,Jul,M24       ,FSR - AUDIT & PERFORMANCE (2 US)                            ,"8,444.24"
TSE/76324     ,10026,PHOENIX SOFTWARE LTD,P,1,SOFTWARE LICENCES             (ICT)                         ,"7,785.06",1.00,"7,785.06",25/07/2018,Jul,B61       ,ICT - SERVICE MANAGEMENT                                    ,"7,785.06"
TSE/76330     ,21335,SITE EQUIP LTD,P,2,"NON CATALOGUE - SERVICES, EXCLUDING PROPERTY SERVICES       ",600.00,12.00,"7,200.00",25/07/2018,Jul,M44       ,"SERVICE DELIVERY GROUP, HEADQUARTERS (M54 A/C)              ","7,200.00"
HAY/01570     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.74,420.00,"7,450.80",26/07/2018,Jul,R65       ,"LEGAL SERVICES - MANAGEMENT & ADMIN,                        ","7,450.80"
TSE/76365     ,11033,BT GLOBAL SERVICES,P,1,NETWORK SERVICES              (ICT)                         ,"6,354.00",1.00,"6,354.00",26/07/2018,Jul,B61       ,ICT - SERVICE MANAGEMENT                                    ,"14,933.14"
TSE/76365     ,11033,BT GLOBAL SERVICES,P,2,NETWORK SERVICES              (ICT)                         ,"8,579.14",1.00,"8,579.14",26/07/2018,Jul,B61       ,ICT - SERVICE MANAGEMENT                                    ,"14,933.14"
TSE/76393     ,2861,FIRE SERVICE COLLEGE LTD,P,1,TRAINING COURSES - EXTERNAL   (SUBJECTIVE: 1666)            ,"6,994.44",1.00,"6,994.44",26/07/2018,Jul,TRADE     ,TRAINING DELIVERY                                           ,"6,994.44"
HAY/01582     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,441.00,"7,818.93",30/07/2018,Jul,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,818.93"
HAY/01583     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,32.78,301.00,"9,866.78",30/07/2018,Jul,HRPIG     ,ORGANISATIONAL DEVELOPMENT (DTOD)                           ,"9,866.78"
TSE/76477     ,21038,GATENBY SANDERSON LTD,P,1,ADVERTISING - RECRUITMENT                                   ,"8,100.00",1.00,"8,100.00",30/07/2018,Jul,M51       ,EMERGENCY PLANNING (OPS DEPARTMENT) - MERTON                ,"8,100.00"
HAY/01588     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,260.18,35.00,"9,106.30",31/07/2018,Jul,M37       ,INTER OPERABILITY SFE - 2 UNION STREET                      ,"9,106.30"
ITS/14621     ,15511,ATKINS LIMITED,P,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"7,987.00",1.00,"7,987.00",31/07/2018,Jul,B61       ,ICT - SERVICE MANAGEMENT                                    ,"15,974.00"
ITS/14621     ,15511,ATKINS LIMITED,P,2,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,"7,987.00",1.00,"7,987.00",31/07/2018,Jul,B61       ,ICT - SERVICE MANAGEMENT                                    ,"15,974.00"
PSP/23723     ,19094,B NOKES CONTRACTS LTD,P,1,REPLACEMENT OF FIRE PROOF PANELS - SHOREDITCH FS            ,"7,487.25",1.00,"7,487.25",31/07/2018,Jul,F24       ,SHOREDITCH FIRE STATION (F24)                               ,"7,487.25"
PSP/23725     ,19094,B NOKES CONTRACTS LTD,P,1,SHOWER REPAIRS AND RADIATOR MOVE - BATTERSEA FS             ,"9,537.55",1.00,"9,537.55",31/07/2018,Jul,E48       ,BATTERSEA FIRE STATION (E48)                                ,"9,537.55"
TSE/76501     ,5090,VODAFONE LIMITED,P,1,MOBILE SERVICES               (ICT)                         ,"9,827.45",1.00,"9,827.45",31/07/2018,Jul,B63       ,ICT - SERVICE DESK                                          ,"9,827.45"
PGS/10943     ,2552,DRAEGER SAFETY UK LIMITED,P,4,BATTERY PACK NIMH (MERLIN)    PG7518                        ,114.07,60.00,"6,844.20",02/08/2018,Aug,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"6,844.20"
TSE/76590     ,20496,DAVID BURROWS-SUTCLIFFE,P,1,TRAINING COURSES - EXTERNAL                                 ,"1,000.00",5.00,"5,000.00",03/08/2018,Aug,M51       ,EMERGENCY PLANNING (OPS DEPARTMENT) - MERTON                ,"5,000.00"
PSP/23732     ,21221,POWER CONTROL LTD,P,1,UPS MODULE UPGRADE WORKS - UNION ST                         ,"9,887.00",1.00,"9,887.00",06/08/2018,Aug,H17       ,FACILITIES MANAGEMENT UNION STREET                          ,"9,887.00"
PSP/23736     ,19094,B NOKES CONTRACTS LTD,P,1,VARIOUS REPAIRS TO WATCH ROOM AND CORRIDER - HORNSEY FS     ,"8,625.35",1.00,"8,625.35",06/08/2018,Aug,F52       ,HORNSEY FIRE STATION (F52)                                  ,"8,625.35"
TSE/76632     ,21038,GATENBY SANDERSON LTD,P,1,ADVERTISING - RECRUITMENT                                   ,"5,320.00",1.00,"5,320.00",06/08/2018,Aug,M51       ,EMERGENCY PLANNING (OPS DEPARTMENT) - MERTON                ,"5,320.00"
HAY/01609     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,44.10,140.00,"6,174.00",08/08/2018,Aug,R67       ,LEGAL SERVICES - LITIGATION SERVICES                        ,"6,174.00"
PSP/23753     ,19094,B NOKES CONTRACTS LTD,P,1,FENCING WORKS - WOODSIDE FS                                 ,"6,006.50",1.00,"6,006.50",08/08/2018,Aug,E62       ,WOODSIDE FIRE STATION (E62)                                 ,"6,006.50"
TSE/76660     ,10026,PHOENIX SOFTWARE LTD,P,3,SOFTWARE LICENCES             (ICT)                         ,85.12,70.00,"5,958.40",08/08/2018,Aug,B66       ,ICT - SERVER & CLOUD                                        ,"5,958.40"
TSE/76681     ,20811,PLUS DISPLAY,P,1,EXHIBITION ITEMS                                            ,"6,288.00",1.00,"6,288.00",08/08/2018,Aug,R25       ,CPO - PORTFOLIO OFFICE                                      ,"6,288.00"
HAY/01610     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,26.49,301.00,"7,973.49",09/08/2018,Aug,HREMP     ,HR - EMPLOYEE RELATIONS                                     ,"7,973.49"
PSP/23769     ,19094,B NOKES CONTRACTS LTD,P,1,BRICK WORK REPAIRS AND BOLLARD WORKS - HORNSEY FS           ,"7,082.45",1.00,"7,082.45",10/08/2018,Aug,F52       ,HORNSEY FIRE STATION (F52)                                  ,"7,082.45"
PSP/23770     ,19094,B NOKES CONTRACTS LTD,P,1,REMEDIAL WORKS TO METAL GATES  HORNSEY FS                   ,"7,711.75",1.00,"7,711.75",10/08/2018,Aug,F52       ,HORNSEY FIRE STATION (F52)                                  ,"7,711.75"
HAY/01617     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,25.24,301.00,"7,597.24",14/08/2018,Aug,B33       ,FINANCE DEPARTMENT MANAGEMENT & ADMIN                       ,"7,597.24"
HAY/01619     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.65,455.00,"8,030.75",15/08/2018,Aug,TRPIM     ,TRAINING PERFORMANCE AND IMPROVEMENT                        ,"8,030.75"
PSP/23789     ,19094,B NOKES CONTRACTS LTD,P,1,WORKS TO WM SHOWERS - BARKING FS                            ,"9,548.50",1.00,"9,548.50",15/08/2018,Aug,F43       ,BARKING FIRE STATION (F43)                                  ,"9,548.50"
PSP/23796     ,19094,B NOKES CONTRACTS LTD,P,1,DAMP PROOFING WORKS - WEST HAMPSTEAD FS                     ,"6,158.75",1.00,"6,158.75",15/08/2018,Aug,G51       ,WEST HAMPSTEAD FIRE STATION (G51)                           ,"6,158.75"
TSE/76819     ,16144,SUPPORTPLAN (UK) LTD,P,1,HARDWARE SUPPORT              (ICT)                         ,"9,019.00",1.00,"9,019.00",15/08/2018,Aug,B66       ,ICT - SERVER & CLOUD                                        ,"9,019.00"
