 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,31,24.01,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,32,73.23,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,33,22.53,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,34,24.02,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,35,23.34,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,36,90.84,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,37,132.3,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,38,751.76,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,39,72.18,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,40,64.28,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,VISTA LANDSCAPE MANAGEMENT LTD,120501,41,29.26,GROUNDS MAINTENANCE,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
240215E,VISTA LANDSCAPE MANAGEMENT LTD,120573,1,"1,191.78",GROUNDS MAINTENANCE,02/03/2015,"1,191.78",Technical And Service Support,"Works - Construction, R&M"
250215C,REED CHILL CHEATER LTD,17109,1,"1,000.00",PROTECTIVE EQUIPMENT,02/03/2015,"3,023.96",Technical And Service Support,Clothing
250215C,REED CHILL CHEATER LTD,17109,2,"1,000.00",PROTECTIVE EQUIPMENT,02/03/2015,,Technical And Service Support,Clothing
250215C,REED CHILL CHEATER LTD,17109,3,"1,000.00",PROTECTIVE EQUIPMENT,02/03/2015,,Technical And Service Support,Clothing
250215C,REED CHILL CHEATER LTD,17109,4,23.96,PROTECTIVE EQUIPMENT,02/03/2015,,Technical And Service Support,Clothing
240215E,DRON & WRIGHT=================,17414,1,"4,356.08",PROFESSIONAL SERVICES,02/03/2015,"10,980.80",Technical And Service Support,Facilities & Management S
240215E,DRON & WRIGHT=================,17414,2,"6,589.72",PROFESSIONAL SERVICES,02/03/2015,,Technical And Service Support,Facilities & Management S
240215E,DRON & WRIGHT=================,17414,3,35,PROF FEES-MISCELLANEOUS,02/03/2015,,Technical and Service Support,Facilities & Management S
250215C,DYSLEXIA ACTION,181631,1,540,LEARNING SUPPORT,02/03/2015,540,HR Excluding Secondments,Human Resources
240215E,CHARTERBRAE LIMITED===========,24411,1,"1,146.50",UNIFORMS - POMS,02/03/2015,"1,146.50",Procurement,Furniture
250215C,ARKAS LIMITED=================,25903,1,995.44,STRATEGIC (CYCLICAL),02/03/2015,"1,627.77",Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,25903,2,201.34,STRATEGIC (CYCLICAL),02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,25903,3,233.49,TACTICAL DAY TO DAY,02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,25903,4,197.5,STRATEGIC (CYCLICAL),02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
190215E,B NOKES CONTRACTS LTD,2599,1,420,TACTICAL DAY TO DAY,02/03/2015,420,Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,26009,1,328.77,STRATEGIC (CYCLICAL),02/03/2015,937.77,Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,26009,2,214,STRATEGIC (CYCLICAL),02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,26009,3,148,STRATEGIC (CYCLICAL),02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
250215C,ARKAS LIMITED=================,26009,4,247,STRATEGIC (CYCLICAL),02/03/2015,,Technical And Service Support,"Works - Construction, R&M"
190215C,DRAEGER SAFETY UK LIMITED=====,2910008190,1,696,PROTECTIVE EQUIPT - PARTS,02/03/2015,696,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,1,16,PROTECTIVE EQUIPT - PARTS,02/03/2015,"1,847.94",Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,2,86,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,3,208.44,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,4,432.6,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,5,356.5,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,6,76.4,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,7,584,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008268,8,88,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008406,1,569.3,PROTECTIVE EQUIPT - PARTS,02/03/2015,577.9,Technical and Service Support,Fire & Rescue
190215E,DRAEGER SAFETY UK LIMITED=====,2910008406,2,8.6,PROTECTIVE EQUIPT - PARTS,02/03/2015,,Technical and Service Support,Fire & Rescue
250215C,STORM TECHNOLOGIES============,312934,1,422.07,ACQUISITIONS,02/03/2015,422.07,Information and Communication Technology,ICT
250215C,STORM TECHNOLOGIES============,312992,1,385.56,OFFICE EQUIPMENT,02/03/2015,385.56,Strategy & Performance,ICT
250215C,CARPETS & FLOOR COVERS DIRECT=,3536,1,"1,327.80",FIXTURES & FITTINGS,02/03/2015,"1,327.80",Technical And Service Support,Building Constr Materials
180215C,W.GILCHRIST & CO,3577,1,642.5,HYGIENE,02/03/2015,642.5,Technical And Service Support,Catering
140967,THAMES WATER UTILITIES LTD====,37729-99268B,1,577.79,WATER & SEWERAGE RATES,02/03/2015,577.79,Technical And Service Support,Utilities
250215C,FOCUS & VISION TECHNOLOGY LTD,44627,1,942.02,MEDICAL EXPENSES CONTRACT,02/03/2015,942.02,HR Excluding Secondments,Healthcare
250215C,FOCUS & VISION TECHNOLOGY LTD,44688,1,266.28,MEDICAL EXPENSES CONTRACT,02/03/2015,266.28,HR Excluding Secondments,Healthcare
250215C,FOCUS & VISION TECHNOLOGY LTD,44714,1,997.48,MEDICAL EXPENSES CONTRACT,02/03/2015,997.48,HR Excluding Secondments,Healthcare
250215C,FOCUS & VISION TECHNOLOGY LTD,44766,1,365.6,MEDICAL EXPENSES CONTRACT,02/03/2015,365.6,HR Excluding Secondments,Healthcare
250215C,FOCUS & VISION TECHNOLOGY LTD,44803,1,365.6,MEDICAL EXPENSES CONTRACT,02/03/2015,365.6,HR Excluding Secondments,Healthcare
250215C,KNIGHTON CLEANING SERVICES LTD,45148,1,522.08,SPECIAL CLEANS,02/03/2015,522.08,Technical And Service Support,Cleaning & Janitorial
140967,THAMES WATER UTILITIES LTD====,45605-30523M,1,496.48,WATER & SEWERAGE RATES,02/03/2015,496.48,Technical And Service Support,Utilities
140967,THAMES WATER UTILITIES LTD====,5179216119,1,569.69,WATER & SEWERAGE RATES,02/03/2015,569.69,Technical And Service Support,Utilities
250215C,H V SIER LTD==================,7/I44505,1,441.36,STATIONERY CONSUMABLES,02/03/2015,441.36,Communications,Stationery
250215C,DISCLOSURE SCOTLAND===========,704890,1,475,CRB CHECKS,02/03/2015,475,HR Excluding Secondments,Human Resources
140967,THAMES WATER UTILITIES LTD====,9264684334R,1,426.51,WATER & SEWERAGE RATES,02/03/2015,426.51,Technical And Service Support,Utilities
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,1,"1,657.50",FUEL,02/03/2015,"17,058.11",Business Continuity,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,2,713.02,FUEL,02/03/2015,,Operations Non Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,3,531.92,FUEL,02/03/2015,,Procurement,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,4,487.5,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,5,371.78,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,6,369.53,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,7,336.74,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,8,332.68,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,9,329.75,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,10,289.04,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,11,285.17,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,12,277.34,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,13,277.18,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,14,267.78,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,15,261.99,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,16,258.38,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,17,235.72,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,18,234.15,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,19,231.86,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,20,230.3,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,21,228.89,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,22,219.61,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,23,217.37,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,24,208.45,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,25,206.53,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,26,205.41,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,27,201.94,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,28,198.13,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,29,190.55,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,30,182.69,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,31,173.65,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,32,173.04,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,33,169.02,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,34,168.91,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,35,164.42,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,36,158.1,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,37,155.92,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,38,153.72,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,39,152.54,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,40,150.42,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,41,146.97,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,42,146.92,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,43,146.91,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,44,140.63,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,45,140.6,FUEL,02/03/2015,,Operational Resilience,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,46,135.78,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,47,135.51,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,48,134.59,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,49,133.88,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,50,133.61,FUEL,02/03/2015,,Technical And Service Support,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,51,133.58,FUEL,02/03/2015,,Regulatory Fire Safety,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,52,133.54,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,53,132.89,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,54,129.37,FUEL,02/03/2015,,Operations Non Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,55,124.83,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,56,122.65,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,57,121.1,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,58,120.54,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,59,120.04,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,60,109.06,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,61,105.79,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,62,101.22,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,63,100.74,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,64,99.19,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,65,98.78,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,66,97.94,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,67,97.59,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,68,96.65,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,69,95.18,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,70,95.04,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,71,93.4,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,72,90.92,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,73,86.38,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,74,85.51,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,75,77.76,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,76,77.55,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,77,77.21,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,78,76.02,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,79,73.24,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,80,70.03,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,81,69.42,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,82,66.56,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,83,65.91,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,84,63.94,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,85,63.53,FUEL,02/03/2015,,Information and Communication Technology,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,86,62.96,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,87,61.76,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,88,61.53,FUEL,02/03/2015,,Operational Procedures,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,89,59.03,FUEL,02/03/2015,,LIFE - LFB Funded,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,90,57.5,FUEL,02/03/2015,,Operational Resilience,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,91,56.74,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,92,47.46,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,93,42.94,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,94,35.75,FUEL,02/03/2015,,CBRN RRT,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,95,35.17,FUEL,02/03/2015,,Operational Procedures,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,96,34.5,FUEL,02/03/2015,,Command Units,Vehicle Management
800058964,ALLSTAR BUSINESS SOLUTIONS LTD,E2004295541,97,26.02,FUEL,02/03/2015,,Operations Fire Stations,Vehicle Management
