Ordernumber,Vendor ID,Vendor name,Type,Line number,Part description,Unit cost,Order quantity,Line cost,Order date,Month,Centre ID,Centre name,Total order Cost (net) £
PSP/23348     ,18241,REAM CONTRACTS LTD,P,1,HEATING WORKS - PADDINGTON FS                               ,"6,396.00",1.00,"6,396.00",19/04/2018,Apr,G48       ,PADDINGTON FIRE STATION (G48)                               ,"6,396.00"
HAY/01281     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.45,441.00,"7,695.45",20/04/2018,Apr,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,695.45"
TSE/74697     ,11884,ATOS IT SERVICES UK LIMITED,P,1,TELEPHONY SUPPORT             (ICT)                         ,"9,486.00",1.00,"9,486.00",20/04/2018,Apr,B55       ,"ITD CONTRACT MANAGEMENT, 1ST FLOOR UNION STREET             ","9,486.00"
TSE/74719     ,5327,ROYAL MAIL,P,1,POSTAL/COURIER SERVICES (HQ)  - ROYAL MAIL                  ,1.00,"6,000.00","6,000.00",24/04/2018,Apr,R79       ,"IMD - MAIL SERVICES, OVERHEADS ACCOUNTS                     ","6,000.00"
TSE/74782     ,16926,CONFLICT MANAGEMENT PLUS LTD,P,1,CONSULTANTS                                                 ,"1,105.00",9.00,"9,945.00",26/04/2018,Apr,HREMP     ,HR - EMPLOYEE RELATIONS                                     ,"9,945.00"
HAY/01302     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.56,420.00,"7,375.20",27/04/2018,Apr,G16       ,(NW) AREA PERFORMANCE & MONITORING TEAM - WEMBLEY           ,"7,375.20"
TSE/74807     ,18755,OCS GROUP UK LTD,P,1,CATERING SERVICES  FOR AWARD  CEREMONIES                    ,"5,040.46",1.00,"5,040.46",27/04/2018,Apr,R81D      ,COMMUNICATIONS PUBLIC RELATIONS TEAM                        ,"5,040.46"
TSE/74819     ,5090,VODAFONE LIMITED,P,1,MOBILE SERVICES               (ICT)                         ,"9,320.15",1.00,"9,320.15",27/04/2018,Apr,B32       ,"ITD CUSTOMER SUPPORT, 1ST FLOOR UNION STREET                ","9,320.15"
TSW/89141     ,17374,B & A TEXTILES LTD,P,2,"SURCOAT, UPPER: BLUE          , LOWER BODY: YELLOW          ",29.50,180.00,"5,310.00",27/04/2018,Apr,3,BRIGADE DISTRIBUTION CENTRE - UNIFORM WAREHOUSE             ,"5,310.00"
TSW/89164     ,16565,WILLIAM SUGDEN & SONS LTD,P,1,"BELT, TROUSER, LEATHER, BLACK,STANDARD: UP TO 117CM(46"")    ",8.90,600.00,"5,340.00",27/04/2018,Apr,4,UNIFORM STORE - BRIGADE DISTRIBUTION CENTRE                 ,"5,340.00"
PSP/23350     ,21221,POWER CONTROL LTD,P,1,BATTEREY REPLACEMENT - LFB HQ UNION ST                      ,"8,518.00",1.00,"8,518.00",01/05/2018,May,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"8,518.00"
PSP/23357     ,19094,B NOKES CONTRACTS LTD,P,1,ROOF REPAIRS - NEW CROSS FS                                 ,"8,830.23",1.00,"8,830.23",01/05/2018,May,E38       ,NEW CROSS FIRE STATION (E38)                                ,"8,830.23"
PSP/23359     ,21129,THE FULKER CONSULTANCY LIMITED,P,1,CONSULTANCY FOR PRPOSED NEW APPLIANCE BAY DOORS - WIMBLEDON ,1.00,"6,895.00","6,895.00",01/05/2018,May,E54       ,WIMBLEDON FIRE STATION (E54)                                ,"6,895.00"
PSP/23360     ,19242,CURRIE & BROWN UK LIMITED,P,1,CONSULTANCY FOR PRPOSED 2ND FLOOR ALTERATIONS - LEWISHAM FS ,1.00,"7,420.00","7,420.00",01/05/2018,May,E21       ,LEWISHAM FIRE STATION (E21)                                 ,"7,420.00"
PSP/23365     ,18387,FAHEY BUILDERS LTD,P,1,ROOF REPAIR - ERITH FS                                      ,"8,260.00",1.00,"8,260.00",02/05/2018,May,E27       ,ERITH FIRE STATION (E27)                                    ,"8,260.00"
PSP/23370     ,19094,B NOKES CONTRACTS LTD,P,1,FLAT ROOF REPAIRS - BARKING FS                              ,"9,470.50",1.00,"9,470.50",03/05/2018,May,F43       ,BARKING FIRE STATION (F43)                                  ,"9,470.50"
HAY/01316     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,310.00,"5,496.30",04/05/2018,May,A18F      ,(SW) PERFORMANCE & MONITORING - HAMMERSMITH 4TH FLOOR       ,"5,496.30"
HAY/01317     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,345.00,"6,116.85",04/05/2018,May,A18A      ,(SW) CFS TEAM - HAMMERSMITH                                 ,"6,116.85"
HAY/01323     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.64,445.00,"7,849.80",04/05/2018,May,G16       ,(NW) AREA PERFORMANCE & MONITORING TEAM - WEMBLEY           ,"7,849.80"
HAY/01324     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,340.00,"6,028.20",04/05/2018,May,HRRSSB    ,HR - OPERATIONS-ASSESSMENT CENTRE HAMMERSMITH               ,"6,028.20"
HAY/01326     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.11,410.00,"8,655.10",04/05/2018,May,M11K      ,MANAGEMENT & ADMIN POLICY                                   ,"8,655.10"
HAY/01327     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,340.00,"6,028.20",04/05/2018,May,HRRSSB    ,HR - OPERATIONS-ASSESSMENT CENTRE HAMMERSMITH               ,"6,028.20"
HAY/01328     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,20.51,450.00,"9,229.50",04/05/2018,May,M12F      ,LONDON OPERATIONS CENTRE (MERTON)                           ,"9,229.50"
HAY/01330     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.64,405.00,"7,144.20",04/05/2018,May,HRTABR    ,TRAINING ASSURANCE TEAM (DTTA)                              ,"7,144.20"
HAY/01331     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.11,455.00,"9,605.05",04/05/2018,May,HRTABR    ,TRAINING ASSURANCE TEAM (DTTA)                              ,"9,605.05"
HAY/01336     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,410.00,"7,269.30",04/05/2018,May,HRFAP     ,HR - OPERATIONS-PERSONNEL                                   ,"7,269.30"
HAY/01337     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.84,455.00,"8,117.20",04/05/2018,May,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"8,117.20"
HAY/01338     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.85,345.00,"6,158.25",04/05/2018,May,HRFAP     ,HR - OPERATIONS-PERSONNEL                                   ,"6,158.25"
HAY/01340     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,25.24,310.00,"7,824.40",04/05/2018,May,B33       ,FINANCE DEPARTMENT MANAGEMENT & ADMIN                       ,"7,824.40"
HAY/01341     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,340.00,"6,028.20",04/05/2018,May,B33       ,FINANCE DEPARTMENT MANAGEMENT & ADMIN                       ,"6,028.20"
TSE/74928     ,20802,THE HOME OFFICE,P,2,RADIO SERVICES                (ICT)                         ,"8,924.51",1.00,"8,924.51",04/05/2018,May,B55       ,"ITD CONTRACT MANAGEMENT, 1ST FLOOR UNION STREET             ","8,924.51"
HAY/01347     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,18.40,455.00,"8,372.00",08/05/2018,May,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"8,372.00"
HAY/01348     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.96,455.00,"8,171.80",08/05/2018,May,R94       ,IMD - INFORMATION MANAGEMENT DEPARTMENT                     ,"8,171.80"
HAY/01349     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,191.02,48.57,"9,277.84",08/05/2018,May,M40       ,YOUTH INTERVENTION - RECRUITMENT & OUTREACH                 ,"9,277.84"
HAY/01351     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.11,340.00,"7,177.40",08/05/2018,May,R97       ,OPERATIONAL RISK                                            ,"7,177.40"
HAY/01352     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.21,340.00,"5,851.40",08/05/2018,May,Z21       ,TECHNICAL & SERVICE  SUPPORT HQ  - FM SERVICE DELIVERY      ,"5,851.40"
HAY/01353     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.11,455.00,"9,605.05",08/05/2018,May,Z21       ,TECHNICAL & SERVICE  SUPPORT HQ  - FM SERVICE DELIVERY      ,"9,605.05"
HAY/01354     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,455.00,"8,067.15",08/05/2018,May,M24       ,FSR - AUDIT & PERFORMANCE (2 US)                            ,"8,067.15"
HAY/01355     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.85,320.00,"5,712.00",08/05/2018,May,A19       ,(SE) CFS TEAM - LEWISHAM                                    ,"5,712.00"
HAY/01358     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.85,427.00,"7,621.95",09/05/2018,May,A19       ,(SE) CFS TEAM - LEWISHAM                                    ,"7,621.95"
KAK/00012     ,3598,ARKAS LIMITED,P,1,APPLIANCE BAY DOOR NO. ABD0156 DRIVEN INTO - NOT WORKING    ,"5,978.65",1.00,"5,978.65",09/05/2018,May,H11       ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   ,"5,978.65"
KAK/00013     ,3598,ARKAS LIMITED,P,1,VEHICLE GATE - REAR GATES - INTERMITTENT FAULT - SOMETIMES N,"9,603.50",1.00,"9,603.50",09/05/2018,May,H11       ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   ,"9,603.50"
PGS/10844     ,20972,MICHELL INSTRUMENTS LIMITED,P,1,MDM300 ADVANCED DEWPOINT HYGROMETER                         ,"5,814.00",1.00,"5,814.00",09/05/2018,May,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"5,814.00"
HAY/01363     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,21.11,455.00,"9,605.05",10/05/2018,May,M26       ,FSR - BUSINESS SUPPORT GROUP - FIRE SAFETY PRIMARY AUTHORITY,"9,605.05"
PSP/23387     ,19094,B NOKES CONTRACTS LTD,P,1,SUPPLY AND INSTALL NEW SECURE CAGE - BECKENHAM FS           ,"5,429.65",1.00,"5,429.65",10/05/2018,May,E43       ,BECKENHAM FIRE STATION (E43)                                ,"5,429.65"
TSE/74991     ,11884,ATOS IT SERVICES UK LIMITED,P,1,TELEPHONY SUPPORT             (ICT)                         ,"9,486.00",1.00,"9,486.00",10/05/2018,May,B55       ,"ITD CONTRACT MANAGEMENT, 1ST FLOOR UNION STREET             ","9,486.00"
HAY/01364     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,360.00,"6,382.80",11/05/2018,May,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"6,382.80"
HAY/01365     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.73,450.00,"7,978.50",11/05/2018,May,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"7,978.50"
HAY/01366     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,27.28,210.00,"5,728.80",11/05/2018,May,Z73       ,PROCUREMENT CONTRACTS MANAGEMENT GROUP                      ,"5,728.80"
HAY/01367     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT             ,17.73,441.00,"7,818.93",11/05/2018,May,M39       ,FSR - ADMIN SUPPORT TEAM (2 US)                             ,"7,818.93"
HAY/01370     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT           ,17.73,350.00,"6,205.50",11/05/2018,May,G16       ,(NW) AREA PERFORMANCE & MONITORING TEAM - WEMBLEY           ,"6,205.50"
PSP/23397     ,18387,FAHEY BUILDERS LTD,P,1,WINDOWREPAIR - NORTHOLT FS                                  ,"7,600.00",1.00,"7,600.00",14/05/2018,May,G31       ,NORTHOLT FIRE STATION (G31)                                 ,"7,600.00"
PGS/10854     ,2552,DRAEGER SAFETY UK LIMITED,P,1,PSS7000 WAISTPAD              PG7003                        ,70.26,100.00,"7,026.00",15/05/2018,May,Z82       ,PEG CROYDON GENERAL PURCHASING                              ,"7,026.00"
PSP/23399     ,18241,REAM CONTRACTS LTD,P,1,HOT WATER HEATER REPLACEMENT - HAINAULT FS                  ,"8,009.99",1.00,"8,009.99",15/05/2018,May,F37       ,HAINAULT FIRE STATION (F37)                                 ,"8,009.99"
PSP/23400     ,18241,REAM CONTRACTS LTD,P,1,BOILER REPLACEMENT NO 1 BOILER - PADDINGTON FS              ,"8,941.26",1.00,"8,941.26",15/05/2018,May,G48       ,PADDINGTON FIRE STATION (G48)                               ,"8,941.26"
PSP/23402     ,15207,PILLINGER CONTROLS LTD,P,1,APPLIANCE BAY DOORS INTERFACE TO BMS - PADDINGTON FS        ,1.00,"9,182.77","9,182.77",15/05/2018,May,G48       ,PADDINGTON FIRE STATION (G48)                               ,"9,182.77"
PSP/23403     ,15207,PILLINGER CONTROLS LTD,P,1,APPLIANCE BAY DOORS INTERFACE TO BMS - PARK ROYAL FS        ,1.00,"8,077.26","8,077.26",15/05/2018,May,G29       ,PARK ROYAL FIRE STATION (G29)                               ,"8,077.26"
PSP/23404     ,15207,PILLINGER CONTROLS LTD,P,1,APPLIANCE BAY DOORS INTERFACE TO BMS - SOUTHGATE FS         ,1.00,"8,077.26","8,077.26",15/05/2018,May,F56       ,SOUTHGATE FIRE STATION (F56)                                ,"8,077.26"
PSP/23406     ,15207,PILLINGER CONTROLS LTD,P,1,APPLIANCE BAY DOORS INTERFACE TO BMS - BARKING FS           ,1.00,"7,177.56","7,177.56",15/05/2018,May,F43       ,BARKING FIRE STATION (F43)                                  ,"7,177.56"
PSP/23407     ,15207,PILLINGER CONTROLS LTD,P,1,APPLIANCE BAY DOORS INTERFACE TO BMS - CROYDON FS           ,"8,077.26",1.00,"8,077.26",15/05/2018,May,E61       ,CROYDON FIRE STATION (E61)                                  ,"8,077.26"
TSE/75077     ,17284,FIREANGEL SAFETY TECHNOLOGY LD,P,1,STROBE & VIBRATING PAD PACK                                 ,300.00,20.00,"6,000.00",15/05/2018,May,C17E      ,(NE) CFS TEAM - STRATFORD REAR BUILDING                     ,"15,300.00"
TSE/75077     ,17284,FIREANGEL SAFETY TECHNOLOGY LD,P,2,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",150.00,62.00,"9,300.00",15/05/2018,May,C17E      ,(NE) CFS TEAM - STRATFORD REAR BUILDING                     ,"15,300.00"
HAY/01373     ,20575,HAYS SPECIALIST RECRUITMENT,P,1,AGENCY WORKERS - FRS (HAYS)   BACK PAYMENTS                 ,17.21,455.00,"7,830.55",16/05/2018,May,M31B      ,CFS - COMMUNITY RISK REDUCTION TEAM - HQ                    ,"7,830.55"
PSP/23414     ,19094,B NOKES CONTRACTS LTD,P,1,INSTALL WATERLESS URINIALS - UNION ST                       ,"8,404.17",1.00,"8,404.17",16/05/2018,May,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"8,404.17"
PSP/23415     ,19094,B NOKES CONTRACTS LTD,P,1,INSTALL WATERLESS URINIALS - UNION ST                       ,"5,696.00",1.00,"5,696.00",16/05/2018,May,Z13       ,PROPERTY SERVICES MANAGEMENT & ADMIN                        ,"5,696.00"
PSP/23416     ,19094,B NOKES CONTRACTS LTD,P,1,REFURB MALE SHOWER NO2 - WOODFORD FS                        ,"9,497.00",1.00,"9,497.00",16/05/2018,May,F35       ,WOODFORD FIRE STATION (F35)                                 ,"9,497.00"
TSE/75095     ,17667,COMPASS GROUP LTD,P,3,"ESS, HUB: MILK SUPPLY                                       ",563.45,12.00,"6,761.40",16/05/2018,May,H17       ,FACILITIES MANAGEMENT UNION STREET                          ,"11,874.24"
TSE/75095     ,17667,COMPASS GROUP LTD,P,5,"ESS, LONDON LIVING WAGE                                     ",426.07,12.00,"5,112.84",16/05/2018,May,H17       ,FACILITIES MANAGEMENT UNION STREET                          ,"11,874.24"
