 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
211217K,SONIC COMMUNICATIONS LTD,236184,8,20,ADDITIONAL PURCHASE COSTS,05/01/2018,,Information and Communication Technology,Facilities & Management Services
142104,EDF ENERGY,3659840,1,"1,160.87",ELECTRICITY,05/01/2018,"3,343.42",Technical and Service Support,Utilities
142104,EDF ENERGY,3659840,2,451.3,ELECTRICITY,05/01/2018,,Technical and Service Support,Utilities
142104,EDF ENERGY,3659840,3,814.46,ELECTRICITY,05/01/2018,,Technical and Service Support,Utilities
142104,EDF ENERGY,3659840,4,177.9,ELECTRICITY,05/01/2018,,Technical and Service Support,Utilities
142104,EDF ENERGY,3659840,5,738.89,ELECTRICITY,05/01/2018,,Technical and Service Support,Utilities
211217K,MOOLANDS LTD,10110,1,"1,600.00",REACTIVE SMALL WORKS AND PROJ,05/01/2018,"1,600.00",Technical and Service Support,Works - Construction
020118K,ORC INTERNATIONAL,5942,1,"1,720.00",GENERAL,05/01/2018,"1,720.00",Strategy & Inclusion,Consultancy
142104,CASTLE WATER LIMITED,842032,1,951.77,WATER & SEWERAGE RATES,05/01/2018,951.77,Technical and Service Support,Utilities
142104,CASTLE WATER LIMITED,846348,1,308.68,WATER & SEWERAGE RATES,05/01/2018,308.68,Technical and Service Support,Utilities
211217K,*HUNTER APPAREL SOLUTIONS LTD,68532,1,491.4,UNIFORMS - POMS,05/01/2018,491.4,Procurement,Clothing
142104,DRON & WRIGHT,10002,1,750,PROFESSIONAL FEES GENERAL,05/01/2018,750,Legal & Democratic Services,Legal Services
800108657,COMPASS GROUP LTD,1003576373-22,1,"1,762.00",REFRESHMENTS,05/01/2018,"1,762.00",Central Operations,Catering
800108642,COMPASS GROUP LTD,1003576373-6,1,790.5,REFRESHMENTS,05/01/2018,790.5,Fire Engineering & Specialist Fire Safety,Catering
020118K,AFFINITY BUSINESS RETAIL LTD,101106914,1,321.5,CURRENT HYDRANT COSTS,05/01/2018,321.5,Procurement,Works - Construction
201217K,*SPRUE SAFETY PRODUCTS LTD,1113242,1,"1,112.40",FIRE DETECTORS,05/01/2018,"1,112.40",Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113245,1,865.2,FIRE DETECTORS,05/01/2018,865.2,Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113246,1,494.4,FIRE DETECTORS,05/01/2018,494.4,Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113251,1,"3,090.00",FIRE DETECTORS,05/01/2018,"3,090.00",Fire Stations (North West),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113255,1,988.8,FIRE DETECTORS,05/01/2018,988.8,Fire Stations (North West),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113256,1,"1,236.00",FIRE DETECTORS,05/01/2018,"1,236.00",Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113258,1,988.8,FIRE DETECTORS,05/01/2018,988.8,Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113259,1,"1,483.20",FIRE DETECTORS,05/01/2018,"1,483.20",Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113260,1,"1,236.00",FIRE DETECTORS,05/01/2018,"1,236.00",Fire Stations (South West),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113262,1,"1,760.00",FIRE DETECTORS,05/01/2018,"1,760.00",Fire Stations (North West),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113264,1,618,FIRE DETECTORS,05/01/2018,618,Fire Stations (North East),Health and Safety
201217K,*SPRUE SAFETY PRODUCTS LTD,1113269,1,865.2,FIRE DETECTORS,05/01/2018,865.2,Fire Stations (North East),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113270,1,"1,575.00",FIRE DETECTORS,05/01/2018,"1,575.00",Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113272,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113276,1,"1,470.00",FIRE DETECTORS,05/01/2018,"1,470.00",Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113278,1,"1,365.00",FIRE DETECTORS,05/01/2018,"1,365.00",Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113285,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113287,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113288,1,"1,050.00",FIRE DETECTORS,05/01/2018,"1,050.00",Fire Stations (South West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113292,1,525,FIRE DETECTORS,05/01/2018,525,Fire Stations (North West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113293,1,"1,365.00",FIRE DETECTORS,05/01/2018,"1,365.00",Fire Stations (North West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113294,1,"1,365.00",FIRE DETECTORS,05/01/2018,"1,365.00",Fire Stations (North West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113296,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113298,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113299,1,945,FIRE DETECTORS,05/01/2018,945,Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113300,1,"1,365.00",FIRE DETECTORS,05/01/2018,"1,365.00",Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113301,1,"1,890.00",FIRE DETECTORS,05/01/2018,"1,890.00",Fire Stations (North West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113302,1,"1,050.00",FIRE DETECTORS,05/01/2018,"1,050.00",Fire Stations (North West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113308,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113310,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113312,1,"1,050.00",FIRE DETECTORS,05/01/2018,"1,050.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113313,1,"1,050.00",FIRE DETECTORS,05/01/2018,"1,050.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113314,1,"2,100.00",FIRE DETECTORS,05/01/2018,"2,100.00",Fire Stations (South West),Health and Safety
221217K,*SPRUE SAFETY PRODUCTS LTD,1113316,1,630,FIRE DETECTORS,05/01/2018,630,Fire Stations (North West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113723,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113726,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113728,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113729,1,"1,470.00",FIRE DETECTORS,05/01/2018,"1,470.00",Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113730,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113731,1,"1,470.00",FIRE DETECTORS,05/01/2018,"1,470.00",Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113732,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (South East),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113733,1,840,FIRE DETECTORS,05/01/2018,840,Fire Stations (South East),Health and Safety
020118K,*SPRUE SAFETY PRODUCTS LTD,1113735,1,494.4,FIRE DETECTORS,05/01/2018,494.4,Fire Stations (North West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113737,1,900,FIRE DETECTORS,05/01/2018,"2,700.00",Fire Stations (South West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113737,2,"1,800.00",FIRE DETECTORS,05/01/2018,,Fire Stations (South West),Health and Safety
020118G,*SPRUE SAFETY PRODUCTS LTD,1113748,1,"1,050.00",FIRE DETECTORS,05/01/2018,"1,050.00",Fire Stations (South East),Health and Safety
020118K,INFOR (UNITED KINGDOM) LIMITED,11724771-GB04G,1,"47,138.26",SOFTWARE COTS,05/01/2018,"47,138.26",Information and Communication Technology,ICT
221217K,ENGIE,12196,1,"4,044.42",STRATEGIC (CYCLICAL),05/01/2018,"4,044.42",Technical and Service Support,Works - Construction
221217K,ENGIE,12197,1,451.8,STRATEGIC (CYCLICAL),05/01/2018,451.8,Technical and Service Support,Works - Construction
211217K,RIG EQUIPMENT LTD,12515,1,242.12,OPERATIONAL EQUIP-PURCHASE,05/01/2018,"3,748.97",Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,2,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,3,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,4,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,5,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,6,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,7,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,8,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,9,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,10,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,11,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,12,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,13,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,14,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,15,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
211217K,RIG EQUIPMENT LTD,12515,16,233.79,OPERATIONAL EQUIP-PURCHASE,05/01/2018,,Operational Resilience,Emergency Services
181217K,ELLE MEDIA GROUP,12569,1,643,GENERAL CONSUMABLES,05/01/2018,643,Procurement,Emergency Services
151217K,"ELIOR UK PLC, TRADING AS AZURE",13122017,1,265.9,REFRESHMENTS,05/01/2018,265.9,Technical and Service Support,Catering
020118G,R H ENVIRONMENTAL LTD,14156,1,"1,121.40",PROFESSIONAL DEVELOPMENT,05/01/2018,"1,121.40",Development and Training,Human Resources
201217K,EALING COUNCIL,14360877,1,"1,733.23",FIRE AUTHS-MUTUAL ASSISTANCE,05/01/2018,"21,731.42",Procurement,Non Influenceable Spend
201217K,EALING COUNCIL,14360877,2,37,FIRE AUTHS-MUTUAL ASSISTANCE,05/01/2018,,Procurement,Non Influenceable Spend
201217K,EALING COUNCIL,14360877,3,"19,961.19",FIRE AUTHS-MUTUAL ASSISTANCE,05/01/2018,,Procurement,Non Influenceable Spend
142104,AFFINITY BUSINESS RETAIL LTD,1462192-8L,1,650.68,WATER & SEWERAGE RATES,05/01/2018,650.68,Technical and Service Support,Utilities
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,1,40,PLANNED PEST CONTROL,05/01/2018,"2,398.02",Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,2,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,3,56.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,4,166.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,5,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,6,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,7,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,8,41.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,9,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,10,53.75,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,11,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,12,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,13,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,14,71.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,15,48.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,16,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,17,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,18,116.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,19,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,20,46.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,21,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,22,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,23,60,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,24,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,25,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,26,80,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,27,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,28,48.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,29,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,30,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,31,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,32,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,33,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,34,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,35,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,36,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,37,53.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,38,55,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,39,79.25,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,40,83.33,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,41,40,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,42,56.67,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,43,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,44,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,45,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
800108636,SAFEGUARD PEST CON. & ENV.LTD,1507048,46,14.29,PLANNED PEST CONTROL,05/01/2018,,Technical and Service Support,Environmental Services
221217K,H FINE & SON LTD==============,155914,1,505,GENERAL CONSUMABLES,05/01/2018,505,Procurement,Emergency Services
201217K,SURREY BLIND & CURTAIN CO,15660,1,"1,285.00",REACTIVE SMALL WORKS AND PROJ,05/01/2018,"1,285.00",Technical and Service Support,Works - Construction
181217K,NISBETS,15937949,1,529.99,CATERING EQUIPMENT,05/01/2018,529.99,Fire Stations (North East),Catering
201217K,KIER BUILDING SERV ENGINEERS,16121092,1,"32,311.88",TACTICAL DAY TO DAY,05/01/2018,"72,077.12",Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,2,584.62,TACTICAL DAY TO DAY,05/01/2018,,Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,3,"1,851.66",TACTICAL DAY TO DAY,05/01/2018,,Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,4,"2,337.64",TACTICAL DAY TO DAY,05/01/2018,,Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,5,"26,763.53",STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,6,875.1,STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,7,"1,229.73",STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
201217K,KIER BUILDING SERV ENGINEERS,16121092,8,"6,122.96",STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
181217K,BUREAU VERITAS HS&E LTD=======,17019035,1,"100,259.49",SCIENTIFIC SERVICES,05/01/2018,"100,259.49",Procurement,Environmental Services
211217K,KIER BUILDING SERV ENGINEERS,17020758,1,"3,782.00",STRATEGIC (CYCLICAL),05/01/2018,"3,782.00",Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,1,"32,311.88",TACTICAL DAY TO DAY,05/01/2018,"67,752.49",Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,2,584.62,TACTICAL DAY TO DAY,05/01/2018,,Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,3,"1,851.66",TACTICAL DAY TO DAY,05/01/2018,,Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,4,"2,337.64",TACTICAL DAY TO DAY,05/01/2018,,Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,5,"22,438.89",STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,6,875.11,STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,7,"1,229.73",STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
211217K,KIER BUILDING SERV ENGINEERS,17040712,8,"6,122.96",STRATEGIC (CYCLICAL),05/01/2018,,Technical and Service Support,Works - Construction
211217K,KBR,1704G393016,1,"5,950.40",CONSULTANTS,05/01/2018,"119,352.10",Technical and Service Support,Consultancy
211217K,KBR,1704G393016,2,"17,873.63",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,3,"17,979.76",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,4,"4,074.04",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,5,"1,389.88",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,6,"7,464.77",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,7,"26,842.19",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,8,"2,316.47",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,9,"2,247.04",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,10,"12,020.27",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1704G393016,11,"21,193.65",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,1,"5,950.40",CONSULTANTS,05/01/2018,"121,342.10",Technical and Service Support,Consultancy
211217K,KBR,1705G393017,2,"17,873.63",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,3,"17,979.76",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,4,"4,074.04",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,5,"1,389.88",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,6,"7,464.77",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,7,"28,832.19",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,8,"2,316.47",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,9,"2,247.04",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,10,"12,020.27",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1705G393017,11,"21,193.65",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1706G393018,1,"5,950.40",CONSULTANTS,05/01/2018,"120,837.10",Technical and Service Support,Consultancy
211217K,KBR,1706G393018,2,"17,873.63",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
211217K,KBR,1706G393018,3,"17,979.76",CONSULTANTS,05/01/2018,,Technical and Service Support,Consultancy
