 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
800091623,REDFERN TRAVEL LTD,1966449,1,"6,933.80",OVERSEAS TRAVEL,01/12/16,"6,933.80",Challenge Team,Human Resources
800091618,REDFERN TRAVEL LTD,1967898,1,327.99,TRAVEL BOOKINGS,01/12/16,327.99,Community Safety Delivery,Human Resources
800091619,REDFERN TRAVEL LTD,1970022,1,327.99,TRAVEL BOOKINGS,01/12/16,327.99,Community Safety Delivery,Human Resources
800091564,REDFERN TRAVEL LTD,1970311,1,"1,336.00",HIRE OF FACILITIES,01/12/16,"1,336.00",Strategy & Inclusion,Human Resources
800091563,REDFERN TRAVEL LTD,1970340,1,585.00,HIRE OF FACILITIES,01/12/16,585.00,National Operational Guidance Project,Human Resources
800091635,REDFERN TRAVEL LTD,1973203,1,949.07,TRAVEL BOOKINGS,01/12/16,949.07,National Operational Guidance Project,Human Resources
800091641,REDFERN TRAVEL LTD,1975311,1,519.20,TRAVEL BOOKINGS,01/12/16,519.20,Fire Safety Regulation,Human Resources
800091636,REDFERN TRAVEL LTD,1975911,1,336.81,TRAVEL BOOKINGS,01/12/16,336.81,National Operational Guidance Project,Human Resources
800091637,REDFERN TRAVEL LTD,1976392,1,396.81,TRAVEL BOOKINGS,01/12/16,396.81,National Operational Guidance Project,Human Resources
800091643,REDFERN TRAVEL LTD,1977264,1,251.57,TRAVEL BOOKINGS,01/12/16,251.57,National Operational Guidance Project,Human Resources
800091638,REDFERN TRAVEL LTD,1982520,1,355.90,ACCOMMODATION BOOKINGS,01/12/16,355.90,National Operational Guidance Project,Human Resources
800091570,REDFERN TRAVEL LTD,1983364,1,373.93,OVERSEAS TRAVEL,01/12/16,373.93,Operational Policy,Human Resources
800091666,REDFERN TRAVEL LTD,1985846,1,576.32,HIRE OF FACILITIES,01/12/16,576.32,Operational Resilience,Human Resources
800091654,REDFERN TRAVEL LTD,1986503,1,974.30,OVERSEAS TRAVEL,01/12/16,974.30,Operational Policy,Human Resources
800091653,REDFERN TRAVEL LTD,1986949,1,509.25,TRAVEL BOOKINGS,01/12/16,509.25,Operational Policy,Human Resources
800091569,REDFERN TRAVEL LTD,1987348,1,853.70,ACCOMMODATION BOOKINGS,01/12/16,853.70,Fire Safety Regulation,Human Resources
141116G,CRISPIN HUGHES================,2378,1,320.00,GENERAL,01/12/16,320.00,Central Operations,Facilities & Management S
241116K,VODAFONE LIMITED==============,244121,1,"1,015.00",CELLULAR TELEPHONES,01/12/16,"1,280.54",Information and Communication Technology,ICT
241116K,VODAFONE LIMITED==============,244121,2,265.54,CELLULAR TELEPHONES,01/12/16,,Information and Communication Technology,ICT
800091484,MAINTENANCE ASSOCIATED,25130,1,24.44,PLANNED PEST CONTROL,01/12/16,"1,393.08",Technical and Service Support,Environmental Services
800091484,MAINTENANCE ASSOCIATED,25130,2,820.00,PLANNED PEST CONTROL,01/12/16,,Technical and Service Support,Environmental Services
800091484,MAINTENANCE ASSOCIATED,25130,3,19.89,PLANNED PEST CONTROL,01/12/16,,Technical and Service Support,Environmental Services
800091484,MAINTENANCE ASSOCIATED,25130,4,19.89,PLANNED PEST CONTROL,01/12/16,,Technical and Service Support,Environmental Services
800091484,MAINTENANCE ASSOCIATED,25130,5,508.86,REACTIVE PEST CONTROL,01/12/16,,Technical and Service Support,Environmental Services
251116K,PITNEY BOWES LTD==============,26989906,1,725.01,OFFICE EQUIPMENT,01/12/16,725.01,Information Management,Mail Services
251116K,GRADIENT CONSULTANTS LLP======,2777,1,205.00,PROF FEES-MISCELLANEOUS,01/12/16,342.50,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2777,2,75.00,PROF FEES-MISCELLANEOUS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2777,3,62.50,PROF FEES-MISCELLANEOUS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,1,55.00,PLANNED ASBESTOS,01/12/16,"1,830.00",Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,2,55.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,3,165.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,4,300.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,5,300.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,6,300.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,7,300.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,8,300.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
251116K,GRADIENT CONSULTANTS LLP======,2778,9,55.00,PLANNED ASBESTOS,01/12/16,,Technical and Service Support,"Works - Construction, R&M"
281116K,LIZA MONKS,2810201601,1,304.00,SPECIALIST EQUIPMENT,01/12/16,304.00,Communications,Arts & Leisure Services
251116K,AECOM INFRASTRUCTURE &,28285528,1,"1,780.66",PROF FEES-MISCELLANEOUS,01/12/16,"1,780.66",Technical and Service Support,Consultancy
241116K,AECOM INFRASTRUCTURE &,28285531,1,"7,747.23",PROF FEES-MISCELLANEOUS,01/12/16,"7,747.23",Technical and Service Support,Consultancy
251116K,THE OAKLEAF GROUP=============,3/9692,1,105.00,STRATEGIC (CYCLICAL),01/12/16,"5,900.00",Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,2,215.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,3,145.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,4,210.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,5,135.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,6,205.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,7,395.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,8,310.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,9,120.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,10,160.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,11,190.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,12,150.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,13,110.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,14,610.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,15,275.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,16,205.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,17,145.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,18,110.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,19,110.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,20,120.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,21,170.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,22,140.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,23,185.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,24,230.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,25,100.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,26,30.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,27,265.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,28,260.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,29,215.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,30,230.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,THE OAKLEAF GROUP=============,3/9692,31,50.00,STRATEGIC (CYCLICAL),01/12/16,,Technical and Service Support,Environmental Services
251116K,PHONOGRAPHIC PERFORMANCE LTD,3176829,1,"10,387.04",LICENCES,01/12/16,"41,548.15",Technical and Service Support,Financial Services
251116K,PHONOGRAPHIC PERFORMANCE LTD,3176829,2,"31,161.11",LICENCES,01/12/16,,Technical and Service Support,Financial Services
151116F,KINECT ENERGY UK LIMITED,3330,1,"2,243.75",CONSULTANTS,01/12/16,"2,243.75",Technical and Service Support,Environmental Services
151116F,HUNTERS CONTRACTS LIMITED,356172,1,367.72,OFFICE FURNITURE,01/12/16,367.72,Fire Stations (North West),Furniture
241116K,CANON (UK) LTD===============,401824844,1,"6,641.87",OFFICE EQUIPMENT,01/12/16,"6,641.87",HR Management,ICT
251116K,FIRE HOSETECH LIMITED=========,4205,1,274.00,REPAIR & MAINTENANCE,01/12/16,294.00,Technical and Service Support,Fire & Rescue
251116K,FIRE HOSETECH LIMITED=========,4205,2,20.00,REPAIR & MAINTENANCE,01/12/16,,Technical and Service Support,Fire & Rescue
281116K,BT GLOBAL SERVICES============,428386,1,"15,191.02",MAINTENANCE & SUPPORT,01/12/16,"15,191.02",Information and Communication Technology,ICT
281116K,L B OF HOUNSLOW,4400087969,1,"1,000.00",GENERAL,01/12/16,"1,000.00",Community Safety Delivery,Statutory Bodies
141692,NPOWER BUSINESS===============,4502314,1,"13,953.71",GAS,01/12/16,"13,953.71",Technical and Service Support,Utilities
281116K,*HOMEPACK LTD=================,45525,1,101.20,OPERATIONAL EQUIP-PURCHASE,01/12/16,404.80,Fire Stations (North West),Building Constr Materials
281116K,*HOMEPACK LTD=================,45525,2,101.20,OPERATIONAL EQUIP-PURCHASE,01/12/16,,Fire Stations (North West),Building Constr Materials
281116K,*HOMEPACK LTD=================,45525,3,101.20,OPERATIONAL EQUIP-PURCHASE,01/12/16,,Fire Stations (North West),Building Constr Materials
281116K,*HOMEPACK LTD=================,45525,4,101.20,OPERATIONAL EQUIP-PURCHASE,01/12/16,,Fire Stations (North West),Building Constr Materials
211116G,FIRESAFE CONSULTANTS LIMITED,5/20/67,1,45.98,OPERATIONAL EQUIP-PURCHASE,01/12/16,445.98,Central Finance,Fire & Rescue
211116G,FIRESAFE CONSULTANTS LIMITED,5/20/67,2,400.00,GENERAL,01/12/16,,Central Finance,Fire & Rescue
181116G,GEDORE TORQUE LTD,55550,1,50.00,PURCHASE,01/12/16,417.95,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,2,50.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,3,50.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,4,50.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,5,50.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,6,45.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,7,60.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,8,50.00,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
181116G,GEDORE TORQUE LTD,55550,9,12.95,PURCHASE,01/12/16,,Technical and Service Support,Building Constr Materials
800091294,*GREENHAM TRADING LTD=========,5736278,1,32.60,HYGIENE,01/12/16,295.41,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,2,19.76,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,3,16.00,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,4,19.76,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,5,14.75,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,6,43.24,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,7,32.60,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,8,95.12,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
800091294,*GREENHAM TRADING LTD=========,5736278,9,21.58,HYGIENE,01/12/16,,Fire Stations (North East),Cleaning & Janitorial
281116K,BOND SOLON TRAINING LTD=======,6066631,1,255.00,PROFESSIONAL DEVELOPMENT,01/12/16,255.00,Fire Safety Regulation,Human Resources
800091195,HAYS SPECIALIST RECRUITMENT,636201,1,524.30,FRS STAFF AGENCY,01/12/16,524.30,Fire Safety Regulation,Human Resources
800091179,HAYS SPECIALIST RECRUITMENT,636202,1,524.30,FRS STAFF AGENCY,01/12/16,524.30,HR Management,Human Resources
800091219,HAYS SPECIALIST RECRUITMENT,636203,1,899.55,FRS STAFF AGENCY,01/12/16,899.55,Technical and Service Support,Human Resources
800091177,HAYS SPECIALIST RECRUITMENT,636204,1,407.12,FRS STAFF AGENCY,01/12/16,407.12,Legal & Democratic Services,Human Resources
800091194,HAYS SPECIALIST RECRUITMENT,636205,1,456.89,FRS STAFF AGENCY,01/12/16,456.89,Procurement,Human Resources
800091192,HAYS SPECIALIST RECRUITMENT,636206,1,524.30,FRS STAFF AGENCY,01/12/16,524.30,Fire Stations (South East),Human Resources
800091187,HAYS SPECIALIST RECRUITMENT,636207,1,419.44,FRS STAFF AGENCY,01/12/16,419.44,Fire Safety Regulation,Human Resources
800091185,HAYS SPECIALIST RECRUITMENT,636208,1,524.30,FRS STAFF AGENCY,01/12/16,524.30,Fire Stations (South East),Human Resources
800091221,HAYS SPECIALIST RECRUITMENT,636209,1,"1,068.55",FRS STAFF AGENCY,01/12/16,"1,068.55",Technical and Service Support,Human Resources
800091189,HAYS SPECIALIST RECRUITMENT,636210,1,991.50,FRS STAFF AGENCY,01/12/16,991.50,Operational Resilience,Human Resources
800091197,HAYS SPECIALIST RECRUITMENT,636211,1,403.96,FRS STAFF AGENCY,01/12/16,403.96,National Operational Guidance Project,Human Resources
800091181,HAYS SPECIALIST RECRUITMENT,636212,1,508.90,FRS STAFF AGENCY,01/12/16,508.90,Fire Safety Regulation,Human Resources
800091207,HAYS SPECIALIST RECRUITMENT,636213,1,707.70,FRS STAFF AGENCY,01/12/16,707.70,Exercise Unified Response,Human Resources
800091216,HAYS SPECIALIST RECRUITMENT,636214,1,524.30,FRS STAFF AGENCY,01/12/16,524.30,Fire Safety Regulation,Human Resources
800091178,HAYS SPECIALIST RECRUITMENT,636215,1,"1,541.40",FRS STAFF AGENCY,01/12/16,"1,541.40",Review of Property Services,Human Resources
800091191,HAYS SPECIALIST RECRUITMENT,636216,1,524.30,FRS STAFF AGENCY,01/12/16,524.30,Fire Safety Regulation,Human Resources
800091184,HAYS SPECIALIST RECRUITMENT,636217,1,407.12,FRS STAFF AGENCY,01/12/16,407.12,Fire Stations (North East),Human Resources
800091199,HAYS SPECIALIST RECRUITMENT,636218,1,292.11,FRS STAFF AGENCY,01/12/16,292.11,Fire Safety Regulation,Human Resources
