Order Number,Line Number,Date,Order value,Order Description,Location,Supplier,Unit Cost,Order Quantity,Line Cost,Order Number Grouped,Total Order Cost
FPL/30730,33,10/2/15,7672.50,TOOTING - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/30730,34,10/2/15,7672.50,TWICKENHAM - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/30730,35,10/2/15,7672.50,WALLINGTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/30730,36,10/2/15,7672.50,WANDSWORTH - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/30730,37,10/2/15,7672.50,WEMBLEY - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/30730,38,10/2/15,7672.50,WEST HAMPSTEAD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/30730,39,10/2/15,7672.50,WEST NORWOOD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/30730,40,10/2/15,7672.50,WHITECHAPEL - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/30730,41,10/2/15,7672.50,WOODSIDE - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/30937,1,10/9/15,6901.27,SUPPLY & INSTALL 260G-1 FUSION TREADMILL TO BEXLEY,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"3,148.58",1.00,"3,148.58",FPL/30937,"6,901.27"
FPL/30937,2,10/9/15,6901.27,SUPPLY & INSTALL 280G-1 FUSION X-TRAINER & REMOVE & DISPOSE,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"2,309.18",1.00,"2,309.18",,
FPL/30937,3,10/9/15,6901.27,SUPPLY & INSTALL 240G-1 FUSION CYCLE & REMOVE & DISPOSE,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"1,443.51",1.00,"1,443.51",,
FPL/31419,1,10/30/15,7962.88,SUPPLY & INSTALL CONCEPT 2 ROWER REMOVING & DISPOSING,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"1,605.10",1.00,"1,605.10",FPL/31419,"7,962.88"
FPL/31419,3,10/30/15,7962.88,SUPPLY & INSTALL FUSION TREADMILL REMOVING & DISPOSING,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"3,147.58",1.00,"3,147.58",,
FPL/31419,4,10/30/15,7962.88,SUPPLY & INSTALL CONCEPT 2 ROWER REMOVING & DISPOSING,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"1,605.10",1.00,"1,605.10",,
FPL/31419,5,10/30/15,7962.88,SUPPLY & INSTALL CONCEPT 2 ROWER REMOVING & DISPOSING,PROPERTY SERVICES (3 US),PULSE FITNESS LTD,"1,605.10",1.00,"1,605.10",,
FPL/31543,1,11/5/15,5325.16,GROUND FLOOR WC & SHOWER & MALE FF SHOWER FIT SAFETY,EALING FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"3,983.92",1.00,"3,983.92",FPL/31543,"5,325.16"
FPL/31543,2,11/5/15,5325.16,FEMALE W/C & SHOWER FITTED BLACK SAFETREAD AQUA,EALING FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"1,341.24",1.00,"1,341.24",,
FPL/31610,1,11/9/15,6376.70,BARKING - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,FPL/31610,"6,376.70"
FPL/31610,2,11/9/15,6376.70,BETHNAL GREEN - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,3,11/9/15,6376.70,BIGGIN HILL - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,4,11/9/15,6376.70,BROMLEY - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,5,11/9/15,6376.70,CHISWICK - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,6,11/9/15,6376.70,CROYDON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,7,11/9/15,6376.70,EDMONTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,8,11/9/15,6376.70,ELTAHM - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,9,11/9/15,6376.70,FINCHLEY - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,10,11/9/15,6376.70,FOREST HILL - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,11,11/9/15,6376.70,HOLLOWAY - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,12,11/9/15,6376.70,HEATHROW - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,13,11/9/15,6376.70,HOMERTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,14,11/9/15,6376.70,HORNSEY - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,15,11/9/15,6376.70,KENSINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,16,11/9/15,6376.70,KINGSTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,17,11/9/15,6376.70,LAMBETH MAIN - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,18,11/9/15,6376.70,LAMBETH RIVER - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,19,11/9/15,6376.70,LEE GREEN - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,20,11/9/15,6376.70,LEWISHAM MAIN - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,21,11/9/15,6376.70,LEWISHAM STAFF - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,22,11/9/15,6376.70,MILL HILL - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,23,11/9/15,6376.70,NORTH KENSINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,24,11/9/15,6376.70,PADDINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,25,11/9/15,6376.70,PECKHAM - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,26,11/9/15,6376.70,PLUMSTEAD - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,27,11/9/15,6376.70,POPLAR - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,28,11/9/15,6376.70,SHOREDITCH - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,29,11/9/15,6376.70,STRATFORD NE AREA TEAM - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,30,11/9/15,6376.70,WALTHAMSTOW - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,31,11/9/15,6376.70,WENNINGTON - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31610,32,11/9/15,6376.70,WILLESDEN - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31610,33,11/9/15,6376.70,WOODFORD - KITCHEN DEEP CLEAN SEPTEMBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,1,11/23/15,7672.50,ACTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,FPL/31996,"7,672.50"
FPL/31996,2,11/23/15,7672.50,ADDINGTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,3,11/23/15,7672.50,BARNET - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,4,11/23/15,7672.50,BATTERSEA - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,5,11/23/15,7672.50,CLAPHAM - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,6,11/23/15,7672.50,DEPTFORD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,7,11/23/15,7672.50,EALING - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,8,11/23/15,7672.50,ENFIELD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,9,11/23/15,7672.50,EUSTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,10,11/23/15,7672.50,FELTHAM - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,11,11/23/15,7672.50,FULHAM - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,12,11/23/15,7672.50,HAROLD HILL - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,13,11/23/15,7672.50,HARROW - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,14,11/23/15,7672.50,HAYES - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,15,11/23/15,7672.50,HENDON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,16,11/23/15,7672.50,HESTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,17,11/23/15,7672.50,HILLINGDON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,18,11/23/15,7672.50,HORNCHURCH - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,19,11/23/15,7672.50,ILFORD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,20,11/23/15,7672.50,ISLINGTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,21,11/23/15,7672.50,LEYTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,22,11/23/15,7672.50,MILLWALL - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,23,11/23/15,7672.50,NORBURY - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,24,11/23/15,7672.50,PARK ROYAL - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,25,11/23/15,7672.50,RICHMOND - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,26,11/23/15,7672.50,ROMFORD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,27,11/23/15,7672.50,SOHO - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,28,11/23/15,7672.50,SOUTHALL - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,29,11/23/15,7672.50,SOUTHGATE - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,30,11/23/15,7672.50,STANMORE - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,31,11/23/15,7672.50,STOKE NEWINGTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,32,11/23/15,7672.50,SURBITON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,33,11/23/15,7672.50,TOOTING - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,34,11/23/15,7672.50,TWICKENHAM - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,35,11/23/15,7672.50,WALLINGTON - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,36,11/23/15,7672.50,WANDSWORTH - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,37,11/23/15,7672.50,WEMBLEY - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,38,11/23/15,7672.50,WEST HAMPSTEAD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,39,11/23/15,7672.50,WEST NORWOOD - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/31996,40,11/23/15,7672.50,WHITECHAPEL - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,204.60,1.00,204.60,,
FPL/31996,41,11/23/15,7672.50,WOODSIDE - KITCHEN DEEP CLEAN OCTOBER 2015,PROPERTY SERVICES (3 US),REGENT OFFICE CARE LTD========,170.50,1.00,170.50,,
FPL/32206,1,11/30/15,6684.50,REPLACE FLOORING JUNIOR OFFICES SHOWER/WC,LEWISHAM FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"1,641.00",1.00,"1,641.00",FPL/32206,"6,684.50"
FPL/32206,3,11/30/15,6684.50,REPLACE FLOORING MALE LOCKER ROOM,LEWISHAM FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"3,322.00",1.00,"3,322.00",,
FPL/32206,4,11/30/15,6684.50,REPLACE FLOORING GENERAL OFFICE,LEWISHAM FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,947.50,1.00,947.50,,
FPL/32206,5,11/30/15,6684.50,REPALCE FLOOR IN ROOM 210 PACIFIC BLUE SUPACORD,LEWISHAM FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,774.00,1.00,774.00,,
FPL/32207,1,11/30/15,7157.70,REPLACE FLOORING AND NOSINGS ON CENTRAL STAIRCASE,FULHAM FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"7,157.70",1.00,"7,157.70",FPL/32207,"7,157.70"
FPL/32505,1,12/11/15,5500.00,REPLACE FLOORING WITH BLUE ECO TILES IN PEG WORKSHOP,BARKING FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"2,000.00",1.00,"2,000.00",FPL/32505,"5,500.00"
FPL/32505,2,12/11/15,5500.00,REPLACE FLOORING IN AREA 4,BARKING FIRE STATION,CARPETS & FLOOR COVERS DIRECT=,"3,500.00",1.00,"3,500.00",,
ICR/01587,1,10/28/15,8550.00,QUARTERLY CHARGE FOR 285 MOBILES - INVOICE 77923146,IT CUSTOMER SUPPORT (1 US),VODAFONE LIMITED==============,"8,550.00",1.00,"8,550.00",ICR/01587,"8,550.00"
ITG/03690,1,10/7/15,7972.84,AIR-CT5508-12-K9 CISCO 5508 SERIES WIRELESS CONTROLLER,IT NETWORK GROUP (1 US),STORM TECHNOLOGIES============,"3,986.42",2.00,"7,972.84",ITG/03690,"7,972.84"
ITG/03696,1,11/13/15,5263.20,RSA SECURID APPLIANCE BASE EDITION - LICENCE 44013769,IT BUSINESS SOLUTIONS (1 US),COMPUTACENTRE================,5.16,"1,020.00","5,263.20",ITG/03696,"5,263.20"
