Vendor Id,Vendor Name,Type,Order Number,Line Number,Part Description, Unit Cost ,Order Quantity, Line Cost ,Order Date,Month,Centre Id,Centre Name, Net Amount 
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00401,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.45,399,"6,962.55",11/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"6,962.55"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00403,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,399,"5,977.02",17/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"5,977.02"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00405,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,15.23,399,"6,076.77",17/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"6,076.77"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00406,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,399,"5,977.02",17/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"5,977.02"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00407,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.03,420,"7,152.60",17/11/2016,Nov,Z24,TSS - ESTATES MANAGEMENT,"7,152.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00408,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,399,"5,977.02",17/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"5,977.02"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00409,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,399,"5,977.02",17/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"5,977.02"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00412,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.37,420,"7,295.40",21/11/2016,Nov,R25,NATIONAL OPERATIONAL GUIDANCE,"7,295.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00413,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,21.18,420,"8,895.60",21/11/2016,Nov,R94,INFORMATION MANAGEMENT  (G US),"8,895.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00416,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.56,420,"7,375.20",22/11/2016,Nov,M41I,ESTABLISHMENT PF -STRATFORD,"7,375.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00417,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,417.74,17,"7,101.58",23/11/2016,Nov,R85E,CORP MANAGEMENT TEAM (3 US),"7,101.58"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00419,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,20.2,287,"5,797.40",24/11/2016,Nov,R81,COMMUNICATIONS SUPPORT (3 US),"5,797.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00422,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,15.08,420,"6,333.60",28/11/2016,Nov,A18,(SW) CFS TEAM - HAMMERSMITH,"6,333.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00425,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.78,420,"7,467.60",28/11/2016,Nov,B32,IT CUSTOMER SUPPORT (1 US),"7,467.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00426,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.37,420,"7,295.40",28/11/2016,Nov,M39,FSR - ADMIN SUPPORT TEAM,"7,295.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00429,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.37,420,"7,295.40",30/11/2016,Nov,A18A,(SW) CFS TEAM - HAMMERSMITH,"7,295.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00431,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.37,420,"7,295.40",01/12/2016,Dec,M41I,ESTABLISHMENT PF -STRATFORD,"7,295.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00440,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,427,"6,396.46",06/12/2016,Dec,M39,FSR - ADMIN SUPPORT TEAM,"6,396.46"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00441,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.78,448,"7,965.44",06/12/2016,Dec,Z85,SUSTAINABLE D'MENT TEAM (1 US),"7,965.44"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00448,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.03,469,"7,987.07",09/12/2016,Dec,R94,INFORMATION MANAGEMENT  (G US),"7,987.07"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00450,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,490,"7,340.20",12/12/2016,Dec,HRFAP,HR OPERATIONS PERSONNEL (1 US),"7,340.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00451,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,20.96,420,"8,803.20",13/12/2016,Dec,B32,IT CUSTOMER SUPPORT (1 US),"8,803.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00452,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.37,420,"7,295.40",13/12/2016,Dec,M39,FSR - ADMIN SUPPORT TEAM,"7,295.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00455,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.56,420,"7,375.20",15/12/2016,Dec,M39,FSR - ADMIN SUPPORT TEAM,"7,375.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00457,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,20.09,420,"8,437.80",16/12/2016,Dec,M41I,ESTABLISHMENT PF -STRATFORD,"8,437.80"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00458,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,20.09,420,"8,437.80",16/12/2016,Dec,M12F,LONDON OPERATIONS CTR (MERTON),"8,437.80"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00459,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.36,420,"7,291.20",19/12/2016,Dec,HRTABR,TRAINING ASSURANCE TEAM (DTTA),"7,291.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00460,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,20.96,420,"8,803.20",19/12/2016,Dec,B32,IT CUSTOMER SUPPORT (1 US),"8,803.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00463,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,127.02,45,"5,715.90",22/12/2016,Dec,M11K,OPS TACTICS (2 US),"5,715.90"
8741,AZTEC COMPUTING LTD===========,P,ITS/14484,1,SOFTWARE DEVELOPMENT          (ICT),750,2,"1,500.00",02/12/2016,Dec,B51,IT BUSINESS SOLUTIONS (1 US),"1,500.00"
8741,AZTEC COMPUTING LTD===========,P,ITS/14484,2,SOFTWARE DEVELOPMENT          (ICT),750,5,"3,750.00",02/12/2016,Dec,B51,IT BUSINESS SOLUTIONS (1 US),"3,750.00"
3176,G4S FIRE & SECURITY SYSTEMS UK,P,KAC/00002,1,(OCTOBER) P_ACCESS CONTROL_CARRY OUT PLANNED TASKS I.A.W LFE,"7,582.66",1,"7,582.66",03/12/2016,Dec,H11,LFB/HQ,"7,582.66"
3176,G4S FIRE & SECURITY SYSTEMS UK,P,KAC/00003,1,(SEPTEMBER) P_ACCESS CONTROL_CARRY OUT PLANNED TASKS I.A.W L,"7,582.66",1,"7,582.66",03/12/2016,Dec,H11,LFB/HQ,"7,582.66"
3176,G4S FIRE & SECURITY SYSTEMS UK,P,KAC/00004,1,P_ACCESS CONTROL_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRAC,"7,582.66",1,"7,582.66",24/12/2016,Dec,H11,LFB/HQ,"7,582.66"
20792,ENVIRONTEC LIMITED,P,KBA/00010,1,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,2,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,3,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,4,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,5,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,6,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,7,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,8,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,9,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,10,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,11,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,12,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20792,ENVIRONTEC LIMITED,P,KBA/00010,13,P_CARRY OUT PLANNED TASKS,600,1,600,14/12/2016,Dec,H11,LFB/HQ,600
20794,G BURLEY & SONS LTD,P,KGA/00009,1,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,14.46,1,14.46,22/11/2016,Nov,H11,LFB/HQ,14.46
20794,G BURLEY & SONS LTD,P,KGA/00009,2,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,22.25,1,22.25,22/11/2016,Nov,H11,LFB/HQ,22.25
20794,G BURLEY & SONS LTD,P,KGA/00009,3,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,20.56,1,20.56,22/11/2016,Nov,H11,LFB/HQ,20.56
20794,G BURLEY & SONS LTD,P,KGA/00009,4,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,18.25,1,18.25,22/11/2016,Nov,H11,LFB/HQ,18.25
20794,G BURLEY & SONS LTD,P,KGA/00009,5,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,26.6,1,26.6,22/11/2016,Nov,H11,LFB/HQ,26.6
20794,G BURLEY & SONS LTD,P,KGA/00009,6,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,47.13,1,47.13,22/11/2016,Nov,H11,LFB/HQ,47.13
20794,G BURLEY & SONS LTD,P,KGA/00009,7,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,18.55,1,18.55,22/11/2016,Nov,H11,LFB/HQ,18.55
20794,G BURLEY & SONS LTD,P,KGA/00009,8,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,28.27,1,28.27,22/11/2016,Nov,H11,LFB/HQ,28.27
20794,G BURLEY & SONS LTD,P,KGA/00009,9,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,40.5,1,40.5,22/11/2016,Nov,H11,LFB/HQ,40.5
20794,G BURLEY & SONS LTD,P,KGA/00009,10,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,19.16,1,19.16,22/11/2016,Nov,H11,LFB/HQ,19.16
20794,G BURLEY & SONS LTD,P,KGA/00009,11,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,50.64,1,50.64,22/11/2016,Nov,H11,LFB/HQ,50.64
20794,G BURLEY & SONS LTD,P,KGA/00009,12,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,23.18,1,23.18,22/11/2016,Nov,H11,LFB/HQ,23.18
20794,G BURLEY & SONS LTD,P,KGA/00009,13,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,57.15,1,57.15,22/11/2016,Nov,H11,LFB/HQ,57.15
20794,G BURLEY & SONS LTD,P,KGA/00009,14,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,26.53,1,26.53,22/11/2016,Nov,H11,LFB/HQ,26.53
20794,G BURLEY & SONS LTD,P,KGA/00009,15,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,21.55,1,21.55,22/11/2016,Nov,H11,LFB/HQ,21.55
20794,G BURLEY & SONS LTD,P,KGA/00009,16,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,51.82,1,51.82,22/11/2016,Nov,H11,LFB/HQ,51.82
20794,G BURLEY & SONS LTD,P,KGA/00009,17,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,405.71,1,405.71,22/11/2016,Nov,H11,LFB/HQ,405.71
20794,G BURLEY & SONS LTD,P,KGA/00009,18,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,126.77,1,126.77,22/11/2016,Nov,H11,LFB/HQ,126.77
20794,G BURLEY & SONS LTD,P,KGA/00009,19,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,19.54,1,19.54,22/11/2016,Nov,H11,LFB/HQ,19.54
20794,G BURLEY & SONS LTD,P,KGA/00009,20,P_CLEANING_MONTHLY MANAGEMENT FEE,"2,091.56",1,"2,091.56",22/11/2016,Nov,H11,LFB/HQ,"2,091.56"
20794,G BURLEY & SONS LTD,P,KGA/00009,21,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,34,1,34,22/11/2016,Nov,H11,LFB/HQ,34
20794,G BURLEY & SONS LTD,P,KGA/00009,22,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,33.29,1,33.29,22/11/2016,Nov,H11,LFB/HQ,33.29
20794,G BURLEY & SONS LTD,P,KGA/00009,23,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,305.43,1,305.43,22/11/2016,Nov,H11,LFB/HQ,305.43
20794,G BURLEY & SONS LTD,P,KGA/00009,24,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,13.71,1,13.71,22/11/2016,Nov,H11,LFB/HQ,13.71
20794,G BURLEY & SONS LTD,P,KGA/00009,25,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,24.31,1,24.31,22/11/2016,Nov,H11,LFB/HQ,24.31
20794,G BURLEY & SONS LTD,P,KGA/00009,26,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,95.63,1,95.63,22/11/2016,Nov,H11,LFB/HQ,95.63
20794,G BURLEY & SONS LTD,P,KGA/00009,27,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,49.06,1,49.06,22/11/2016,Nov,H11,LFB/HQ,49.06
20794,G BURLEY & SONS LTD,P,KGA/00009,28,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,29.19,1,29.19,22/11/2016,Nov,H11,LFB/HQ,29.19
20794,G BURLEY & SONS LTD,P,KGA/00009,29,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,3.36,1,3.36,22/11/2016,Nov,H11,LFB/HQ,3.36
20794,G BURLEY & SONS LTD,P,KGA/00009,30,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,15.74,1,15.74,22/11/2016,Nov,H11,LFB/HQ,15.74
20794,G BURLEY & SONS LTD,P,KGA/00009,31,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,40.8,1,40.8,22/11/2016,Nov,H11,LFB/HQ,40.8
20794,G BURLEY & SONS LTD,P,KGA/00009,32,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,16.1,1,16.1,22/11/2016,Nov,H11,LFB/HQ,16.1
20794,G BURLEY & SONS LTD,P,KGA/00009,33,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,76.75,1,76.75,22/11/2016,Nov,H11,LFB/HQ,76.75
20794,G BURLEY & SONS LTD,P,KGA/00009,34,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,31.55,1,31.55,22/11/2016,Nov,H11,LFB/HQ,31.55
20794,G BURLEY & SONS LTD,P,KGA/00009,35,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,109.65,1,109.65,22/11/2016,Nov,H11,LFB/HQ,109.65
20794,G BURLEY & SONS LTD,P,KGA/00009,36,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,28.42,1,28.42,22/11/2016,Nov,H11,LFB/HQ,28.42
20794,G BURLEY & SONS LTD,P,KGA/00009,37,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,21.08,1,21.08,22/11/2016,Nov,H11,LFB/HQ,21.08
20794,G BURLEY & SONS LTD,P,KGA/00009,38,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,72.53,1,72.53,22/11/2016,Nov,H11,LFB/HQ,72.53
20794,G BURLEY & SONS LTD,P,KGA/00009,39,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,59.62,1,59.62,22/11/2016,Nov,H11,LFB/HQ,59.62
20794,G BURLEY & SONS LTD,P,KGA/00009,40,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,46.49,1,46.49,22/11/2016,Nov,H11,LFB/HQ,46.49
20794,G BURLEY & SONS LTD,P,KGA/00009,41,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,13.43,1,13.43,22/11/2016,Nov,H11,LFB/HQ,13.43
20794,G BURLEY & SONS LTD,P,KGA/00009,42,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,26.24,1,26.24,22/11/2016,Nov,H11,LFB/HQ,26.24
20794,G BURLEY & SONS LTD,P,KGA/00009,43,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,51.36,1,51.36,22/11/2016,Nov,H11,LFB/HQ,51.36
20794,G BURLEY & SONS LTD,P,KGA/00009,44,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,20.15,1,20.15,22/11/2016,Nov,H11,LFB/HQ,20.15
20794,G BURLEY & SONS LTD,P,KGA/00009,45,P_CLEANING_CARRY OUT PLANNED TASKS I.A.W LFEPA CONTRACT SERV,55.14,1,55.14,22/11/2016,Nov,H11,LFB/HQ,55.14
