 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
800116653,SERVEST PEST PATROL,23827,5,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,6,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,7,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,8,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,9,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,10,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,11,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,12,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,13,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,14,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,15,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,16,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,17,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,18,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,19,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,20,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,21,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,22,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,23,50.54,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,24,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,25,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,26,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,27,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,28,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,29,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,30,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,31,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,32,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,33,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,34,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,35,83.33,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,36,50.54,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,37,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,38,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,39,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,40,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,41,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,42,38.00,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800116653,SERVEST PEST PATROL,23827,43,50.54,PLANNED PEST CONTROL,02/08/18,,Technical and Service Support,Environmental Services
800117767,CORPORATE TRAVEL MGMT(NORTH),2657269,1,473.65,ACCOMMODATION BOOKINGS,02/08/18,473.65,Operational Policy,Human Resources
800117751,CORPORATE TRAVEL MGMT(NORTH),2661637,1,273.15,ACCOMMODATION BOOKINGS,02/08/18,273.15,Operational Policy,Human Resources
800117752,CORPORATE TRAVEL MGMT(NORTH),2671338,1,399.70,ACCOMMODATION BOOKINGS,02/08/18,399.70,Operational Policy,Human Resources
800117790,CORPORATE TRAVEL MGMT(NORTH),2671982,1,253.76,TRAVEL BOOKINGS,02/08/18,253.76,Management Support,Human Resources
800117773,CORPORATE TRAVEL MGMT(NORTH),2673461,1,866.01,ACCOMMODATION BOOKINGS,02/08/18,866.01,Operational Policy,Human Resources
800117771,CORPORATE TRAVEL MGMT(NORTH),2675854,1,571.36,ACCOMMODATION BOOKINGS,02/08/18,571.36,Operational Resilience,Human Resources
800117787,CORPORATE TRAVEL MGMT(NORTH),2676259,1,"1,022.51",TRAVEL BOOKINGS,02/08/18,"1,022.51",Business Change (CPO),Human Resources
800117788,CORPORATE TRAVEL MGMT(NORTH),2676263,1,849.11,TRAVEL BOOKINGS,02/08/18,849.11,Business Change (CPO),Human Resources
800117791,CORPORATE TRAVEL MGMT(NORTH),2676897,1,836.81,TRAVEL BOOKINGS,02/08/18,836.81,Central Programme Office (CPO),Human Resources
800117804,CORPORATE TRAVEL MGMT(NORTH),2679716,1,568.20,ACCOMMODATION BOOKINGS,02/08/18,568.20,Community Safety,Human Resources
800117800,CORPORATE TRAVEL MGMT(NORTH),2680101,1,659.00,TRAVEL BOOKINGS,02/08/18,659.00,Operational Policy,Human Resources
800117753,CORPORATE TRAVEL MGMT(NORTH),2684336,1,301.80,ACCOMMODATION BOOKINGS,02/08/18,301.80,Operational Policy,Human Resources
800117754,CORPORATE TRAVEL MGMT(NORTH),2691432,1,300.70,ACCOMMODATION BOOKINGS,02/08/18,300.70,Operational Policy,Human Resources
800117833,CORPORATE TRAVEL MGMT(NORTH),2696348,1,"2,386.01",TRAVEL BOOKINGS,02/08/18,"2,386.01",Central Programme Office (CPO),Human Resources
800117834,CORPORATE TRAVEL MGMT(NORTH),2696901,1,293.70,ACCOMMODATION BOOKINGS,02/08/18,293.70,Grenfell Investigation Team,Human Resources
800117755,CORPORATE TRAVEL MGMT(NORTH),2697280,1,707.80,ACCOMMODATION BOOKINGS,02/08/18,707.80,Challenge Team,Human Resources
260718K,DRAEGER SAFETY UK LIMITED,2910130200,1,41.00,PROTECTIVE EQUIPT - PARTS,02/08/18,862.23,Technical and Service Support,Emergency Services
260718K,DRAEGER SAFETY UK LIMITED,2910130200,2,46.08,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
260718K,DRAEGER SAFETY UK LIMITED,2910130200,3,354.60,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
260718K,DRAEGER SAFETY UK LIMITED,2910130200,4,347.00,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
260718K,DRAEGER SAFETY UK LIMITED,2910130200,5,73.55,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
260718K,DRAEGER SAFETY UK LIMITED,2910130439,1,"1,209.35",PROTECTIVE EQUIPT - PARTS,02/08/18,"1,209.35",Technical and Service Support,Emergency Services
300718K,DRAEGER SAFETY UK LIMITED,2910131789,1,362.10,PROTECTIVE EQUIPT - PARTS,02/08/18,529.84,Technical and Service Support,Emergency Services
300718K,DRAEGER SAFETY UK LIMITED,2910131789,2,167.74,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,1,"7,026.00",PROTECTIVE EQUIPT - PARTS,02/08/18,"9,176.85",Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,2,11.50,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,3,3.50,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,4,"2,038.50",PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,5,42.20,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,6,43.65,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718V,DRAEGER SAFETY UK LIMITED,2910133455,7,11.50,PROTECTIVE EQUIPT - PARTS,02/08/18,,Technical and Service Support,Emergency Services
300718K,WATERFRONT MANUFACTURING LTD,30807,1,173.00,UNIFORMS,02/08/18,372.22,Fire Stations (South East),Clothing
300718K,WATERFRONT MANUFACTURING LTD,30807,2,199.22,UNIFORMS,02/08/18,,Fire Stations (South East),Clothing
270718F,ARKAS LIMITED,34111,1,"93,472.50",DEVELOPMENT  EXPENSES-CONTRACT,02/08/18,"93,472.50",Technical and Service Support,"Works - Construction, R&M"
800117743,ARKAS LIMITED,34125,1,"1,855.58",REACTIVE APPLIANCE BAY DOORS,02/08/18,"1,855.58",Technical and Service Support,Works - Construction
800117733,ARKAS LIMITED,34126,1,788.00,REACTIVE APPLIANCE BAY DOORS,02/08/18,788.00,Technical and Service Support,Works - Construction
800117742,ARKAS LIMITED,34127,1,395.00,REACTIVE APPLIANCE BAY DOORS,02/08/18,395.00,Technical and Service Support,Works - Construction
800117732,ARKAS LIMITED,34128,1,296.54,REACTIVE APPLIANCE BAY DOORS,02/08/18,296.54,Technical and Service Support,Works - Construction
800117740,ARKAS LIMITED,34131,1,282.30,REACTIVE APPLIANCE BAY DOORS,02/08/18,282.30,Technical and Service Support,Works - Construction
260718K,BRISTOL UNIFORMS LTD,442103,1,"2,903.24",CLOTHING,02/08/18,"2,903.24",Central Operations,Clothing
300718K,BT GLOBAL SERVICES,478801,1,"1,826.28",TELECOMMUNICATIONS,02/08/18,"1,826.28",Information and Communication Technology,ICT
300718K,THE KINGDOM GROUP LT T/A KINGS,49025,1,699.17,FRS STAFF AGENCY,02/08/18,699.17,Communications,Human Resources
800117718,SPORTSAFE UK LTD,528226,1,264.03,REACTIVE GYM EQUIPMENT,02/08/18,264.03,Technical and Service Support,Sports & Playground Equipment & Maintenance
800117721,SPORTSAFE UK LTD,528832,1,264.28,REACTIVE GYM EQUIPMENT,02/08/18,264.28,Technical and Service Support,Sports & Playground Equipment & Maintenance
270718F,FAHEY BUILDERS LTD,5491,1,850.00,REACTIVE SMALL WORKS AND PROJ,02/08/18,850.00,Technical and Service Support,Works - Construction
270718F,FAHEY BUILDERS LTD,5492,1,"4,335.00",REACTIVE SMALL WORKS AND PROJ,02/08/18,"4,335.00",Technical and Service Support,Works - Construction
260718V,MOORE STEPHENS CONSULTING LTD,675475,1,"9,250.00",SOFTWARE BESPOKE,02/08/18,"9,250.00",Information and Communication Technology,ICT
270718F,TRY & LILLY LTD,72707,1,189.75,UNIFORMS - POMS,02/08/18,948.75,Procurement,Clothing
270718F,TRY & LILLY LTD,72707,2,379.50,UNIFORMS - POMS,02/08/18,,Procurement,Clothing
270718F,TRY & LILLY LTD,72707,3,379.50,UNIFORMS - POMS,02/08/18,,Procurement,Clothing
142355,CANON UK LTD,770618662,1,390.86,HARDWARE PRINTERS,02/08/18,390.86,Technical and Service Support,ICT
142355,CANON UK LTD,770638197,1,465.71,HARDWARE PRINTERS,02/08/18,465.71,Technical and Service Support,ICT
142355,CANON UK LTD,770661240,1,465.71,HARDWARE PRINTERS,02/08/18,465.71,Technical and Service Support,ICT
300718G,BLUE KELD SPRINGS LTD,8010747,1,"2,425.50",UNIFORMS - POMS,02/08/18,"2,425.50",Procurement,Clothing
260718K,FIRE SERVICE COLLEGE LTD,812976,1,"4,949.78",TRAINING CONTRACT - OTHER,02/08/18,"4,949.78",Training and Professional Development,Human Resources
800116466,HAYS SPECIALIST RECRUITMENT,943932,1,686.56,FRS STAFF AGENCY,02/08/18,686.56,Management Support,Human Resources
800116489,HAYS SPECIALIST RECRUITMENT,943933,1,496.44,FRS STAFF AGENCY,02/08/18,496.44,Management Support,Human Resources
800116503,HAYS SPECIALIST RECRUITMENT,943934,1,567.36,FRS STAFF AGENCY,02/08/18,567.36,Fire Stations (North West),Human Resources
800116502,HAYS SPECIALIST RECRUITMENT,943935,1,869.05,FRS STAFF AGENCY,02/08/18,869.05,People Services,Human Resources
800116451,HAYS SPECIALIST RECRUITMENT,943936,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Information and Communication Technology,Human Resources
800116497,HAYS SPECIALIST RECRUITMENT,943937,1,"1,146.95",FRS STAFF AGENCY,02/08/18,"1,146.95",People Services,Human Resources
800116456,HAYS SPECIALIST RECRUITMENT,943938,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,People Services,Human Resources
800116464,HAYS SPECIALIST RECRUITMENT,943939,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Fire Stations (South West),Human Resources
800116490,HAYS SPECIALIST RECRUITMENT,943940,1,"2,111.30",FRS STAFF AGENCY,02/08/18,"2,111.30",Corporate Portfolio Office,Human Resources
800116458,HAYS SPECIALIST RECRUITMENT,943941,1,874.70,FRS STAFF AGENCY,02/08/18,874.70,Information and Communication Technology,Human Resources
800116461,HAYS SPECIALIST RECRUITMENT,943942,1,"1,300.50",FRS STAFF AGENCY,02/08/18,"1,300.50",Operational Resilience,Human Resources
800116457,HAYS SPECIALIST RECRUITMENT,943943,1,858.20,FRS STAFF AGENCY,02/08/18,858.20,Technical and Service Support,Human Resources
800116483,HAYS SPECIALIST RECRUITMENT,943944,1,884.80,FRS STAFF AGENCY,02/08/18,884.80,Communications,Human Resources
800116485,HAYS SPECIALIST RECRUITMENT,943945,1,"1,543.16",FRS STAFF AGENCY,02/08/18,"1,543.16",General Counsel,Human Resources
800116470,HAYS SPECIALIST RECRUITMENT,943946,1,702.80,FRS STAFF AGENCY,02/08/18,702.80,Information and Communication Technology,Human Resources
800116468,HAYS SPECIALIST RECRUITMENT,943947,1,879.36,FRS STAFF AGENCY,02/08/18,879.36,Technical and Service Support,Human Resources
800116509,HAYS SPECIALIST RECRUITMENT,943948,1,961.80,FRS STAFF AGENCY,02/08/18,961.80,Community Risk Programme (CPO),Human Resources
800116515,HAYS SPECIALIST RECRUITMENT,943949,1,845.68,FRS STAFF AGENCY,02/08/18,845.68,Procurement,Human Resources
800116491,HAYS SPECIALIST RECRUITMENT,943950,1,372.33,FRS STAFF AGENCY,02/08/18,372.33,Management Support,Human Resources
800116516,HAYS SPECIALIST RECRUITMENT,943951,1,878.50,FRS STAFF AGENCY,02/08/18,878.50,Information and Communication Technology,Human Resources
800116460,HAYS SPECIALIST RECRUITMENT,943952,1,377.16,FRS STAFF AGENCY,02/08/18,377.16,Information and Communication Technology,Human Resources
800116494,HAYS SPECIALIST RECRUITMENT,943954,1,496.44,FRS STAFF AGENCY,02/08/18,496.44,Central Programme Office (CPO),Human Resources
800116513,HAYS SPECIALIST RECRUITMENT,943955,1,499.80,FRS STAFF AGENCY,02/08/18,499.80,People Services,Human Resources
800116473,HAYS SPECIALIST RECRUITMENT,943956,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,People Services,Human Resources
800116505,HAYS SPECIALIST RECRUITMENT,943957,1,508.75,FRS STAFF AGENCY,02/08/18,508.75,Training and Professional Development,Human Resources
800116477,HAYS SPECIALIST RECRUITMENT,943958,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Procurement,Human Resources
800116467,HAYS SPECIALIST RECRUITMENT,943959,1,"1,102.62",FRS STAFF AGENCY,02/08/18,"1,102.62",General Counsel,Human Resources
800116454,HAYS SPECIALIST RECRUITMENT,943960,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Management Support,Human Resources
800116495,HAYS SPECIALIST RECRUITMENT,943961,1,372.33,FRS STAFF AGENCY,02/08/18,372.33,Management Support,Human Resources
800116471,HAYS SPECIALIST RECRUITMENT,943962,1,"1,099.20",FRS STAFF AGENCY,02/08/18,"1,099.20",Technical and Service Support,Human Resources
800116508,HAYS SPECIALIST RECRUITMENT,943963,1,"1,146.96",FRS STAFF AGENCY,02/08/18,"1,146.96",Grenfell Investigation Team,Human Resources
800116487,HAYS SPECIALIST RECRUITMENT,943964,1,961.80,FRS STAFF AGENCY,02/08/18,961.80,People (CPO),Human Resources
800116512,HAYS SPECIALIST RECRUITMENT,943965,1,624.75,FRS STAFF AGENCY,02/08/18,624.75,Fire Stations (South East),Human Resources
800116472,HAYS SPECIALIST RECRUITMENT,943966,1,608.29,FRS STAFF AGENCY,02/08/18,608.29,Finance Services,Human Resources
800116453,HAYS SPECIALIST RECRUITMENT,943967,1,321.93,FRS STAFF AGENCY,02/08/18,321.93,Training and Professional Development,Human Resources
800116499,HAYS SPECIALIST RECRUITMENT,943968,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Fire Stations (North West),Human Resources
800116506,HAYS SPECIALIST RECRUITMENT,943969,1,"1,453.90",FRS STAFF AGENCY,02/08/18,"1,453.90",Operational Policy,Human Resources
800116462,HAYS SPECIALIST RECRUITMENT,943970,1,492.01,FRS STAFF AGENCY,02/08/18,492.01,Management Support,Human Resources
800116482,HAYS SPECIALIST RECRUITMENT,943971,1,738.85,FRS STAFF AGENCY,02/08/18,738.85,Strategy & Risk,Human Resources
800116481,HAYS SPECIALIST RECRUITMENT,943972,1,602.35,FRS STAFF AGENCY,02/08/18,602.35,Technical and Service Support,Human Resources
800116479,HAYS SPECIALIST RECRUITMENT,943973,1,602.35,FRS STAFF AGENCY,02/08/18,602.35,Community Safety,Human Resources
800116450,HAYS SPECIALIST RECRUITMENT,943974,1,496.44,FRS STAFF AGENCY,02/08/18,496.44,Fire Stations (North West),Human Resources
800116463,HAYS SPECIALIST RECRUITMENT,943975,1,470.46,FRS STAFF AGENCY,02/08/18,470.46,Community Safety,Human Resources
800116465,HAYS SPECIALIST RECRUITMENT,943976,1,686.56,FRS STAFF AGENCY,02/08/18,686.56,Technical and Service Support,Human Resources
800116488,HAYS SPECIALIST RECRUITMENT,943978,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Management Support,Human Resources
800116511,HAYS SPECIALIST RECRUITMENT,943979,1,608.30,FRS STAFF AGENCY,02/08/18,608.30,Management Support,Human Resources
800116486,HAYS SPECIALIST RECRUITMENT,943980,1,295.54,FRS STAFF AGENCY,02/08/18,295.54,Fire Engineering & Specialist Fire Safety,Human Resources
800116448,HAYS SPECIALIST RECRUITMENT,943981,1,527.47,FRS STAFF AGENCY,02/08/18,527.47,Fire Stations (South West),Human Resources
800116452,HAYS SPECIALIST RECRUITMENT,943982,1,493.92,FRS STAFF AGENCY,02/08/18,493.92,Fire Stations (North West),Human Resources
800116484,HAYS SPECIALIST RECRUITMENT,943983,1,352.80,FRS STAFF AGENCY,02/08/18,352.80,Business Change (CPO),Human Resources
800116518,HAYS SPECIALIST RECRUITMENT,943984,1,"1,093.40",FRS STAFF AGENCY,02/08/18,"1,093.40",Grenfell Investigation Team,Human Resources
800116492,HAYS SPECIALIST RECRUITMENT,943985,1,838.56,FRS STAFF AGENCY,02/08/18,838.56,Finance Services,Human Resources
800116459,HAYS SPECIALIST RECRUITMENT,943986,1,611.68,FRS STAFF AGENCY,02/08/18,611.68,Training and Professional Development,Human Resources
800116517,HAYS SPECIALIST RECRUITMENT,943987,1,"1,093.40",FRS STAFF AGENCY,02/08/18,"1,093.40",Grenfell Investigation Team,Human Resources
800116475,HAYS SPECIALIST RECRUITMENT,943988,1,531.90,FRS STAFF AGENCY,02/08/18,531.90,Fire Stations (South West),Human Resources
800116504,HAYS SPECIALIST RECRUITMENT,943989,1,738.85,FRS STAFF AGENCY,02/08/18,738.85,Operational Policy,Human Resources
800116501,HAYS SPECIALIST RECRUITMENT,943990,1,372.33,FRS STAFF AGENCY,02/08/18,372.33,People Services,Human Resources
800116474,HAYS SPECIALIST RECRUITMENT,943991,1,738.85,FRS STAFF AGENCY,02/08/18,738.85,People Services,Human Resources
800116507,HAYS SPECIALIST RECRUITMENT,943992,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Procurement,Human Resources
800116510,HAYS SPECIALIST RECRUITMENT,943993,1,515.20,FRS STAFF AGENCY,02/08/18,515.20,Information and Communication Technology,Human Resources
800116480,HAYS SPECIALIST RECRUITMENT,943994,1,"1,663.45",FRS STAFF AGENCY,02/08/18,"1,663.45",Information and Communication Technology,Human Resources
800116449,HAYS SPECIALIST RECRUITMENT,943995,1,496.44,FRS STAFF AGENCY,02/08/18,496.44,Fire Stations (South West),Human Resources
800116447,HAYS SPECIALIST RECRUITMENT,943996,1,440.96,FRS STAFF AGENCY,02/08/18,440.96,Control and Mobilising,Human Resources
800116478,HAYS SPECIALIST RECRUITMENT,943997,1,620.55,FRS STAFF AGENCY,02/08/18,620.55,Service Improvement,Human Resources
800116455,HAYS SPECIALIST RECRUITMENT,943998,1,883.40,FRS STAFF AGENCY,02/08/18,883.40,Finance Services,Human Resources
