Vendor Id,Vendor Name,Type,Order Number,Line Number,Part Description, Unit Cost ,Order Quantity, Line Cost ,Order Date,Month,Centre Id,Centre Name, Net Amount 
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,13,KITCHEN DEEP CLEAN JUNE 2016 ELTHAM,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,14,KITCHEN DEEP CLEAN JUNE 2016 KENSINGTON,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,15,KITCHEN DEEP CLEAN JUNE 2016 MILLWALL,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,16,KITCHEN DEEP CLEAN JUNE 2016 DEPTFORD,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,17,KITCHEN DEEP CLEAN JUNE 2016 HAYES,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,18,KITCHEN DEEP CLEAN JUNE 2016 LEWISHAM STAFF,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,19,KITCHEN DEEP CLEAN JUNE 2016 LEWISHAM,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,20,KITCHEN DEEP CLEAN JUNE 2016 BETHNAL GREEN,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,21,STATION DEEP CLEAN JUNE 2016 POLAR,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,22,STATION DEEP CLEAN JUNE 2016 BROMLEY,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,23,STATION DEEP CLEAN JUNE 2016 PECKHAM,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,24,STATION DEEP CLEAN JUNE 2016 HOMERTON,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,25,STATION DEEP CLEAN JUNE 2016 LAMBETH MAIN,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,26,KITCHEN DEEP CLEAN JUNE 2016 LAMBETH RIVER,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,27,KITCHEN DEEP CLEAN JUNE 2016 HAINAULT,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,28,KITCHEN DEEP CLEAN JUNE 2016 CHISWICK,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,29,KITCHEN DEEP CLEAN JUNE 2016 MILL HILL,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,30,KITCHEN DEEP CLEAN JUNE 2016 EDMONTON,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,31,KITCHEN DEEP CLEAN JUNE 2016 HOLLOWAY,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,32,KITCHEN DEEP CLEAN JUNE 2016 FELTHAM,173,1,173,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/37810,33,KITCHEN DEEP CLEAN JUNE 2016 SOHO,207.6,1,207.6,21/07/2016,Jul,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,1,KITCHEN DEEP CLEAN BEXLEY,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,2,KITCHEN DEEP CLEAN WILLESDEN,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,3,KITCHEN DEEP CLEAN CROYDON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,4,KITCHEN DEEP CLEAN CROYDON,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,5,KITCHEN DEEP CLEAN SHOREDITCCH,207.7,1,207.7,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.7
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,6,KITCHEN DEEP CLEAN HEATHROW JUNE 2016,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,7,KITCHEN DEEP CLEAN WALTHAMSTOW JUNE 2016,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,8,KITCHEN DEEP CLEAN PLUMSTEAD JUNE 2016,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,9,KITCHEN DEEP CLEAN HNORTH KENSINGTON JUNE 2016,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,10,KITCHEN DEEP CLEAN BARKING JUNE 2016,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,11,KITCHEN DEEP CLEAN JUNE 2016 LEE GREEN,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,12,KITCHEN DEEP CLEAN JUNE 2016 FOREST HILL,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,13,KITCHEN DEEP CLEAN JUNE 2016 ELTHAM,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,14,KITCHEN DEEP CLEAN JUNE 2016 KENSINGTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,15,KITCHEN DEEP CLEAN JUNE 2016 MILLWALL,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,16,KITCHEN DEEP CLEAN JUNE 2016 DEPTFORD,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,17,KITCHEN DEEP CLEAN JUNE 2016 HAYES,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,18,KITCHEN DEEP CLEAN JUNE 2016 LEWISHAM STAFF,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,19,KITCHEN DEEP CLEAN JUNE 2016 LEWISHAM,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,20,KITCHEN DEEP CLEAN JUNE 2016 BETHNAL GREEN,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,21,STATION DEEP CLEAN JUNE 2016 POLAR,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,22,STATION DEEP CLEAN JUNE 2016 BROMLEY,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,23,STATION DEEP CLEAN JUNE 2016 PECKHAM,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,24,STATION DEEP CLEAN JUNE 2016 HOMERTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,25,STATION DEEP CLEAN JUNE 2016 LAMBETH MAIN,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,26,KITCHEN DEEP CLEAN JUNE 2016 LAMBETH RIVER,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,27,KITCHEN DEEP CLEAN JUNE 2016 HAINAULT,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,28,KITCHEN DEEP CLEAN JUNE 2016 CHISWICK,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,29,KITCHEN DEEP CLEAN JUNE 2016 MILL HILL,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,30,KITCHEN DEEP CLEAN JUNE 2016 EDMONTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,31,KITCHEN DEEP CLEAN JUNE 2016 HOLLOWAY,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,32,KITCHEN DEEP CLEAN JUNE 2016 FELTHAM,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38250,33,KITCHEN DEEP CLEAN JUNE 2016 SOHO,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,1,KITCHEN DEEP CLEAN BARNET,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,2,KITCHEN DEEP CLEAN FULHAM,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,3,KITCHEN DEEP CLEAN WHITECHAPEL,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,4,KITCHEN DEEP CLEAN BATTERSEA,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,5,KITCHEN DEEP CLEAN SOUTHALL,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,6,KITCHEN DEEP CLEAN WEST NORWOOD,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,7,KITCHEN DEEP CLEAN NORBURY,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,8,KITCHEN DEEP CLEAN ILFORD,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,9,KITCHEN DEEP CLEAN WALLINGTON,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,10,KITCHEN DEEP CLEAN HESTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,11,KITCHEN DEEP CLEAN ENFIELD,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,12,KITCHEN DEEP CLEAN HILLINGDON,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,13,KITCHEN DEEP CLEAN HARROW,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,14,KITCHEN DEEP CLEAN WEMBLEY,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,15,KITCHEN DEEP CLEAN HORNCHURCH,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,16,KITCHEN DEEP CLEAN WEST HAMPSTEAD,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,17,KITCHEN DEEP CLEAN ROMFORD,173,2,346,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),346
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,18,KITCHEN DEEP CLEAN TWICKENHAM,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,19,KITCHEN DEEP CLEAN SURBITON,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,20,KITCHEN DEEP CLEAN LEYTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,21,KITCHEN DEEP CLEAN STOKE NEWINGTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,22,KITCHEN DEEP CLEAN DOWGATE,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,23,KITCHEN DEEP CLEAN WOODSIDE,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,24,KITCHEN DEEP CLEAN HORNSEY,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,25,KITCHEN DEEP CLEAN ADDINGTON,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,26,KITCHEN DEEP CLEAN ACTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,27,KITCHEN DEEP CLEAN PARK ROYAL,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,28,KITCHEN DEEP CLEAN SOUTHGATE,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,29,KITCHEN DEEP CLEAN DOWGATE,173,1,173,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),173
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,30,KITCHEN DEEP CLEAN HAROLD HILL,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,31,KITCHEN DEEP CLEAN EUSTON,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
18956,REGENT OFFICE CARE LTD========,P,FPL/38251,32,KITCHEN DEEP CLEAN WOODFORD,207.6,1,207.6,18/08/2016,Aug,Z13,PROPERTY SERVICES (3 US),207.6
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00248,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,420,"6,291.60",12/07/2016,Jul,M39,FSR - ADMIN SUPPORT TEAM,"6,291.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00252,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,420,"6,291.60",15/07/2016,Jul,HRFAP,HR OPERATIONS PERSONNEL (1 US),"6,291.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00253,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.6,420,"7,392.00",15/07/2016,Jul,B32,IT CUSTOMER SUPPORT (1 US),"7,392.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00255,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,20.22,300,"6,066.00",22/07/2016,Jul,M96,COMMUNITY SAFETY POLICY (2 US),"6,066.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00257,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,20.96,420,"8,803.20",22/07/2016,Jul,B32,IT CUSTOMER SUPPORT (1 US),"8,803.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00260,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,125.75,60,"7,545.00",25/07/2016,Jul,M73,HEALTH & SAFETY SERVICE (2 US),"7,545.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00262,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,420,"6,291.60",25/07/2016,Jul,M39,FSR - ADMIN SUPPORT TEAM,"6,291.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00263,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,420,"6,291.60",25/07/2016,Jul,M39,FSR - ADMIN SUPPORT TEAM,"6,291.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00264,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.03,420,"7,152.60",28/07/2016,Jul,R97,OPERATIONAL RISK,"7,152.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00266,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.6,420,"7,392.00",01/08/2016,Aug,B32,IT CUSTOMER SUPPORT (1 US),"7,392.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00267,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,455,"6,815.90",01/08/2016,Aug,B33,FINANCE MGMT & ADMIN (3 US),"6,815.90"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00268,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,30.53,300,"9,159.00",02/08/2016,Aug,Z22,TSS - WORKS DELIVERY,"9,159.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00269,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,23.87,300,"7,161.00",02/08/2016,Aug,Z22,TSS - WORKS DELIVERY,"7,161.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00270,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,490,"7,340.20",02/08/2016,Aug,Z82,P.E. GROUP,"7,340.20"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00271,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,420,"6,291.60",03/08/2016,Aug,HRRSSB,HR OPS-A'SSMENT CENTRE- HAM'TH,"6,291.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00275,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.54,420,"6,106.80",08/08/2016,Aug,R65,LEGAL SERVICES M&A (G US),"6,106.80"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00276,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,382,"5,722.36",10/08/2016,Aug,HRFAP,HR OPERATIONS PERSONNEL (1 US),"5,722.36"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00280,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.43,455,"7,930.65",12/08/2016,Aug,M13,WATER OFFICE (US),"7,930.65"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00281,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,30.76,322,"9,904.72",12/08/2016,Aug,HRTABR,TRAINING ASSURANCE TEAM (DTTA),"9,904.72"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00282,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,420,"6,291.60",14/08/2016,Aug,M26,FSR BUSINESS SUPPORT GROUP,"6,291.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00283,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.54,420,"6,106.80",15/08/2016,Aug,A18F,(SW) P &MT:HAMMERSMITH 4TH FLR,"6,106.80"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00284,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,455,"6,815.90",19/08/2016,Aug,M41I,ESTABLISHMENT PF -STRATFORD,"6,815.90"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00285,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,17.6,420,"7,392.00",22/08/2016,Aug,B32,IT CUSTOMER SUPPORT (1 US),"7,392.00"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00287,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,14.98,406,"6,081.88",23/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,081.88"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00289,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.45,392,"6,840.40",23/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,840.40"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00290,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,441,"6,606.18",23/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,606.18"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00292,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,15.23,406,"6,183.38",23/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,183.38"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00295,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,15.08,420,"6,333.60",24/08/2016,Aug,A18F,(SW) P &MT:HAMMERSMITH 4TH FLR,"6,333.60"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00296,1,AGENCY WORKERS - FRS (HAYS)   EXTENSION PLACEMENT,17.03,315,"5,364.45",25/08/2016,Aug,HRFAP,HR OPERATIONS PERSONNEL (1 US),"5,364.45"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00297,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,441,"6,606.18",25/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,606.18"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00298,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,441,"6,606.18",25/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,606.18"
20575,HAYS SPECIALIST RECRUITMENT,P,HAY/00299,1,AGENCY WORKERS - FRS (HAYS)   INITIAL PLACEMENT,14.98,441,"6,606.18",25/08/2016,Aug,M39,FSR - ADMIN SUPPORT TEAM,"6,606.18"
